,trial_index,arm_name,trial_status,generation_method,generation_node,mean_validation_loss,cumulative_validation_loss,mean_test_loss,cumulative_test_loss,testing_time,validation_time,training_time,checkpoint_size,validation_mse,validation_nrmse_mean,validation_nrmse_range,validation_nrmse_std,test_mse,test_nrmse_mean,test_nrmse_std,number_parameters,test_nrmse_range,input_dropout_probability,hidden_dropout_probability,output_dropout_probability,hidden_layer_nodes_1,hidden_layer_nodes_2,hidden_layer_nodes_3,learning_rate,beta1,beta2,w_decay,activation
0,0,0_0,COMPLETED,Sobol,GenerationStep_0,26.42085838317871,4500.82080078125,27.47443199157715,5849.09423828125,1.711498761177063,1.7058758815129598,3.875767683982849,472435.0,1533.4400634765625,1.172956943511963,0.37847673892974854,1.1899842023849487,1614.6519775390625,1.1656864881515503,1.200373649597168,38023.0,0.39113572239875793,0.9662692621350288,0.19584666658192873,0.5581464059650898,149,112,82,0.0011524803247994803,0.8241506951493636,0.7685562880000217,0.5810779684788759,sigmoid
1,1,1_0,COMPLETED,Sobol,GenerationStep_0,32.427223205566406,5519.61376953125,33.62712860107422,7159.14794921875,1.6952238440513612,1.6960492769877116,3.768301026026408,527987.0,2201.083251953125,1.4154810905456543,0.4566620886325836,1.4370023012161255,2312.30810546875,1.4027957916259766,1.4454777240753174,42662.0,0.4706520140171051,0.6605906160548329,0.9496178291738033,0.38152388483285904,258,76,28,4.611383264202111e-06,0.7536373973840866,0.9266006990692293,0.7743889015960157,leaky_relu
2,2,2_0,COMPLETED,Sobol,GenerationStep_0,31.516521453857422,5363.90087890625,32.72117614746094,6966.1572265625,1.6925972819328308,1.6904151360193889,3.792826759815216,559923.0,2138.244140625,1.3935866355895996,0.4496500790119171,1.4148660898208618,2247.147705078125,1.3819581270217896,1.4240795373916626,45308.0,0.4637245535850525,0.45483903866261244,0.9824952147901058,0.14663940109312534,168,123,89,0.004019456585636577,0.7221978537523097,0.22655849288226884,0.8504040361092017,swish
3,3,3_0,COMPLETED,Sobol,GenerationStep_0,32.478763580322266,5528.42578125,33.678436279296875,7170.08154296875,1.6933610717455545,1.6684006651242573,3.784829513231913,513011.0,2204.489990234375,1.4166617393493652,0.45703965425491333,1.4381955862045288,2315.841064453125,1.4039192199707031,1.446631669998169,41410.0,0.4710249900817871,0.264239021576941,0.36485239397734404,0.4368728259578347,218,84,64,7.489629332167644e-07,0.3460995207204654,0.9057269097187588,0.26717587200107135,relu
4,4,4_0,COMPLETED,Sobol,GenerationStep_0,23.524904251098633,4007.564697265625,24.60124397277832,5237.52978515625,1.6948880950609844,1.699258530139923,3.810332723458608,952371.0,1363.0062255859375,1.1007707118988037,0.3554074764251709,1.1174448728561401,1437.6826171875,1.0968724489212036,1.1299238204956055,77904.0,0.3681793212890625,0.3343929210677743,0.6446673395112157,0.9520511198788881,253,211,19,0.042961292460844125,0.2277326508202498,0.7031391043255758,0.5982759209126803,relu
5,5,5_0,COMPLETED,Sobol,GenerationStep_0,28.937362670898438,4923.34521484375,30.117229461669922,6411.74169921875,1.6935940504074096,1.6997473200162252,3.7918309847513836,1098291.0,1891.198974609375,1.3063613176345825,0.42146602272987366,1.326197624206543,1989.2342529296875,1.297576904296875,1.3370872735977173,89974.0,0.4354754388332367,0.38402901124209166,0.015301832929253578,0.7261554235592484,264,172,134,8.015303378888909e-06,0.8406749691473351,0.4845174433780165,0.019427027359049654,leaky_relu
6,6,6_0,COMPLETED,Sobol,GenerationStep_0,32.50008010864258,5532.07275390625,33.69974136352539,7174.61376953125,1.6816060264905295,1.6830042084058126,3.8173887809117635,1400883.0,2206.069091796875,1.4172061681747437,0.4572144150733948,1.438746690750122,2317.47509765625,1.404436707496643,1.4471629858016968,115122.0,0.4711972773075104,0.8650434659793973,0.14705382101237774,0.8918753005564213,285,206,161,9.628501765872247e-07,0.6683834267025082,0.7330292154547452,0.8680525773012604,swish
7,7,7_0,COMPLETED,Sobol,GenerationStep_0,23.93165397644043,4080.015625,25.022924423217773,5327.36962890625,1.6831546306610108,1.6915830969810486,3.7845734477043154,598323.0,1366.368408203125,1.1036335229873657,0.3560163676738739,1.1199244260787964,1444.7650146484375,1.0978667736053467,1.1310832500457764,48522.0,0.3683789074420929,0.6874012155458331,0.24268494732677937,0.10845784842967987,159,152,75,0.22061665395143554,0.6334026488813185,0.3349329608465923,0.20815700084430278,relu
8,8,8_0,COMPLETED,Sobol,GenerationStep_0,32.51948928833008,5535.390625,33.71906661987305,7178.7333984375,1.7098548372586568,1.6922780712445578,3.7583622058232624,893491.0,2207.3447265625,1.4176486730575562,0.457355797290802,1.4391933679580688,2318.797119140625,1.4048564434051514,1.4475938081741333,72963.0,0.47133663296699524,0.5944362441077828,0.5967197911813855,0.3188348961994052,210,192,81,1.1816540340916454e-05,0.4419259235455326,0.5641140427094918,0.6585760060032773,swish
9,9,9_0,COMPLETED,Sobol,GenerationStep_0,16.353303909301758,2801.652099609375,16.759979248046875,3567.7431640625,1.692997113863627,1.7069690744082133,3.818318474292755,305779.0,564.0926513671875,0.7254424095153809,0.2318197339773178,0.7311205863952637,580.8751220703125,0.7006977200508118,0.7179644703865051,24210.0,0.2329947054386139,0.8137521408498287,0.6311889979988337,0.13564211502671242,145,64,49,6.122600120185672e-05,0.5183653793378794,0.6610470855668629,0.1529934158150532,relu
10,10,10_0,COMPLETED,Sobol,GenerationStep_0,32.353641510009766,5507.03076171875,33.55384826660156,7143.54150390625,1.69709685643514,1.677712631225586,3.8025896708170572,759411.0,2196.110107421875,1.413755178451538,0.4561098515987396,1.4352588653564453,2307.154052734375,1.401157259941101,1.4437953233718872,61884.0,0.47010740637779236,0.7256839154288173,0.7746356464922428,0.5299776969477534,273,140,11,1.4617611787751223e-08,0.9645749134805234,0.14377076893839463,0.9063258173581218,relu
11,11,11_0,COMPLETED,Sobol,GenerationStep_0,20.45572853088379,3489.557373046875,21.311058044433594,4537.16943359375,1.6943012754122415,1.6898680885632833,3.752202788988749,448947.0,1048.3687744140625,0.9627730250358582,0.31076574325561523,0.9765821099281311,1103.364501953125,0.9575958251953125,0.9856554269790649,36116.0,0.3211336135864258,0.8974007284268737,0.6662757890298963,0.8782803267240524,195,91,28,0.026353319728403084,0.6250735031772675,0.22783767103668037,0.32692588073169815,relu
12,12,12_0,COMPLETED,Sobol,GenerationStep_0,31.499988555908203,5361.076171875,32.704742431640625,6962.6611328125,1.6761773546536765,1.6835511287053426,3.7714642842610675,657267.0,2137.0625,1.3931738138198853,0.4495173990726471,1.4144474267959595,2245.92041015625,1.3815643787384033,1.4236737489700317,53388.0,0.46359360218048096,0.8219214798882604,0.048632966354489326,0.6661715460941195,174,131,125,1.5234479533553338e-06,0.45026928495720453,0.8964582339840783,0.8061655176280658,sigmoid
13,13,13_0,COMPLETED,Sobol,GenerationStep_0,32.52293395996094,5535.98046875,33.72248077392578,7179.46044921875,1.6983332951863608,1.6908401250839233,3.8023049354553224,1765555.0,2207.552490234375,1.4177217483520508,0.4573793113231659,1.4392664432525635,2319.013427734375,1.40492582321167,1.447664499282837,145392.0,0.47135961055755615,0.36091951932758093,0.2573882332071662,0.7774992184713483,275,240,237,3.432577756802067e-08,0.8033149261112567,0.39796079671493656,0.47667585581702354,swish
14,14,14_0,COMPLETED,Sobol,GenerationStep_0,19.945518493652344,3407.37646484375,20.64373016357422,4395.15576171875,1.6987252394358316,1.6789087017377218,3.7953122933705647,1158771.0,900.6659545898438,0.8963335156440735,0.2887192368507385,0.9076167941093445,944.0323486328125,0.8862521648406982,0.911119282245636,94994.0,0.29678240418434143,0.7669467525556684,0.953569982200861,0.214436374604702,296,180,98,0.002109704411563085,0.10687387550062638,0.7052960504577837,0.07491886540834307,leaky_relu
15,15,15_0,COMPLETED,Sobol,GenerationStep_0,32.46114730834961,5525.41552734375,33.66096496582031,7166.35693359375,1.6953602393468221,1.6876750787099202,3.800090412298838,1023219.0,2203.455810546875,1.4163000583648682,0.45692482590675354,1.4378312826156616,2314.76318359375,1.4035755395889282,1.44627845287323,83800.0,0.47091102600097656,0.9512310465797782,0.324204477481544,0.48720552306622267,239,219,55,1.2238844203538616e-07,0.9685782998217801,0.4761287082104102,0.5585377765845007,relu
16,16,16_0,COMPLETED,Sobol,GenerationStep_0,26.55250358581543,4522.57763671875,27.609146118164062,5877.7490234375,1.694296650091807,1.677371339003245,3.775104784965515,997107.0,1562.6728515625,1.1838624477386475,0.382051020860672,1.2012519836425781,1645.5748291015625,1.176828384399414,1.2120143175125122,81600.0,0.3949260413646698,0.24300955142825842,0.4344079149886966,0.8696169201284647,204,203,116,0.0004487501810705913,0.7261184101273457,0.34411816456127614,0.7472644643637434,sigmoid
17,17,17_0,COMPLETED,Sobol,GenerationStep_0,32.70132064819336,5566.490234375,33.90038299560547,7217.3583984375,1.6954137603441874,1.6729507207870484,3.7920036713282266,626163.0,2219.6298828125,1.421895980834961,0.4587150514125824,1.4434844255447388,2331.52685546875,1.4088926315307617,1.4517362117767334,50804.0,0.47267740964889526,0.03858377505093813,0.7884427569806576,0.5811154702678323,182,163,39,7.747424937536135e-08,0.342193072764691,0.5627535383022719,0.13520898907278153,sigmoid
18,18,18_0,COMPLETED,Sobol,GenerationStep_0,30.701932907104492,5224.92236328125,31.90947723388672,6793.25537109375,1.6673057317733764,1.696679663658142,3.8281453887621564,901875.0,2077.734375,1.3722847700119019,0.44281870126724243,1.393304705619812,2184.32373046875,1.3616241216659546,1.4031782150268555,73728.0,0.456957072019577,0.12450106162577868,0.19423664547502995,0.03388221748173237,287,151,47,0.4153759388103639,0.23610218723885495,0.8207124971799225,0.9992705092489854,sigmoid
19,19,19_0,COMPLETED,Sobol,GenerationStep_0,26.200565338134766,4464.59716796875,27.252187728881836,5801.841796875,1.694762122631073,1.6796346306800842,3.7696119705835978,697651.0,1478.722900390625,1.1525965929031372,0.3717663586139679,1.1688567399978638,1556.6075439453125,1.144653081893921,1.178341031074524,56707.0,0.38395440578460693,0.15640561934560537,0.59123654384166,0.2614791626110673,230,112,109,7.178300751269861e-05,0.8323187901294756,0.14153035413895135,0.38283576340352393,sigmoid
