,trial_index,arm_name,trial_status,generation_method,generation_node,mean_validation_loss,cumulative_validation_loss,mean_test_loss,cumulative_test_loss,testing_time,validation_time,training_time,checkpoint_size,validation_accuracy,number_parameters,test_accuracy,input_dropout_probability,hidden_dropout_probability,output_dropout_probability,hidden_layer_nodes_1,hidden_layer_nodes_2,hidden_layer_nodes_3,learning_rate,beta1,beta2,w_decay,activation
0,0,0_0,COMPLETED,Sobol,GenerationStep_0,2.3023715019226074,432.8456115722656,2.3023438453674316,361.467529296875,0.3259444912274679,1.6643603841463726,3.681564438343048,19092147.0,0.10023722052574158,1587950.0,0.10014237463474274,0.9320158958435059,0.5268948078155518,0.6129945516586304,814,652,633,0.002337283921772533,0.39302915903183255,0.7356854606568598,0.7931860009983461,leaky_relu
1,1,1_0,COMPLETED,Sobol,GenerationStep_0,2.297060012817383,431.84393310546875,2.296854019165039,360.6029968261719,0.3187421441078186,1.7160489559173584,4.043556515375773,8852979.0,0.11097241938114166,735562.0,0.10892106592655182,0.026192386634647846,0.035960884764790535,0.4449015064164996,504,441,262,4.219731383939053e-07,0.9396663416944353,0.14178843880206765,0.21199968431486813,relu
2,2,2_0,COMPLETED,Sobol,GenerationStep_0,2.3008968830108643,432.5666809082031,2.3011634349823,361.28387451171875,0.32559359073638916,1.6320709466934205,3.7598348538080852,6537779.0,0.10023722052574158,543019.0,0.10014237463474274,0.2568267174065113,0.3384414613246918,0.6644886247813702,566,145,111,4.9596750040378056e-05,0.12012173650780537,0.8964159942217049,0.9401793143757632,sigmoid
3,3,3_0,COMPLETED,Sobol,GenerationStep_0,2.301517963409424,432.6844482421875,2.3016602993011475,361.36175537109375,0.3244686841964722,1.6440896709760031,3.830665198961894,19419123.0,0.10023722052574158,1615356.0,0.10014237463474274,0.3274602200835943,0.573870793916285,0.3635181160643697,894,845,186,0.0009672468418306616,0.44648268731897744,0.6537439795151138,0.12736230495614712,swish
4,4,4_0,COMPLETED,Sobol,GenerationStep_0,2.3017771244049072,432.73370361328125,2.301872491836548,361.3944091796875,0.32404470443725586,1.6337603529294331,3.7306687116622923,13662387.0,0.10023722052574158,1135980.0,0.10014237463474274,0.7056080298498273,0.5947368638589978,0.004142347723245621,722,566,280,6.001626790553426e-05,0.4930086774856074,0.15735176030152184,0.23107197556540698,leaky_relu
5,5,5_0,COMPLETED,Sobol,GenerationStep_0,2.3036131858825684,433.07550048828125,2.303461790084839,361.63909912109375,0.32095805009206135,1.6300698280334474,3.78366988102595,13800051.0,0.13180212676525116,1147491.0,0.1383262276649475,0.6199514297768474,0.971914617344737,0.6402208898216486,930,359,229,1.7251432102587302e-07,0.6067369971930906,0.9352785604398124,0.324682018266761,swish
6,6,6_0,COMPLETED,Sobol,GenerationStep_0,2.3023014068603516,432.8307800292969,2.3022735118865967,361.45654296875,0.32210760911305747,1.6273625453313192,3.7646328091621397,27576627.0,0.10023722052574158,2294466.0,0.10014237463474274,0.978015516884625,0.7049936410039663,0.11581721063703299,979,902,706,0.014813150487959158,0.1771633839974226,0.15166060569106132,0.9553245350180946,swish
7,7,7_0,COMPLETED,Sobol,GenerationStep_0,2.1111741065979004,396.9094543457031,2.107724666595459,330.8961181640625,0.32833083470662433,1.7075523138046265,3.7921263337135316,4089011.0,0.3984106481075287,339080.0,0.3932664692401886,0.07206981908529997,0.2330985814332962,0.9401562623679638,308,193,188,6.845946455124787e-06,0.6923521868260233,0.7240515887316078,0.03850593193112472,relu
8,8,8_0,COMPLETED,Sobol,GenerationStep_0,2.3041539192199707,433.1913757324219,2.3050975799560547,361.9041748046875,0.32336970965067546,1.6413718342781067,3.8806679169336955,10731315.0,0.10180137306451797,892110.0,0.09989044070243835,0.3338740412145853,0.39155550487339497,0.169203351251781,739,402,38,6.030538600999122e-08,0.3357991140212928,0.412585186651641,0.8093498435892836,leaky_relu
9,9,9_0,ABANDONED,Sobol,GenerationStep_0,,,,,,,,,,,,0.2776460275053978,0.6267366735264659,0.8604203406721354,821,587,235,0.34444264455345863,0.227077481880697,0.24022095047598602,0.12116683805266484,swish
