,trial_index,arm_name,trial_status,generation_method,generation_node,mean_validation_loss,cumulative_validation_loss,mean_test_loss,cumulative_test_loss,testing_time,validation_time,validation_mse,validation_nrmse_mean,validation_nrmse_range,validation_nrmse_std,test_mse,test_nrmse_mean,test_nrmse_std,number_parameters,training_time,checkpoint_size,test_nrmse_range,input_dropout_probability,hidden_dropout_probability,output_dropout_probability,hidden_layer_nodes_1,hidden_layer_nodes_2,hidden_layer_nodes_3,learning_rate,beta1,beta2,w_decay,activation
36,36,36_0,COMPLETED,BoTorch,GenerationStep_1,11.647988319396973,1988.0743408203125,11.893818855285645,2532.71630859375,1.6684240539868673,1.6722407817840577,315.4676208496094,0.5488830804824829,0.17357389628887177,0.5513104200363159,322.2171630859375,0.5261871814727783,0.5402646064758301,105306.0,3.7955255627632143,1283059.0,0.1746884286403656,0.4269934883543108,0.03538736314220944,0.2885104325768342,250,192,192,0.00014153663542867262,0.5023259484904964,0.8598989988014719,7.865711968831767e-16,relu
37,37,37_0,COMPLETED,BoTorch,GenerationStep_1,11.453007698059082,1954.675537109375,11.75903606414795,2503.7001953125,1.6687486251195272,1.6804402192433676,305.2620544433594,0.5379307866096497,0.17052407562732697,0.5409389138221741,314.4913024902344,0.5187197327613831,0.5326624512672424,49122.0,3.836441973845164,606003.0,0.1724175065755844,0.371132154905112,0.5216302057808345,0.5693138921781161,162,125,125,0.0007918180393981576,0.10000000000000003,0.49869528367774263,6.585505637766015e-17,relu
38,38,38_0,COMPLETED,BoTorch,GenerationStep_1,10.834924697875977,1847.4630126953125,11.105365753173828,2365.129150390625,1.6746540109316508,1.65844384431839,288.0794982910156,0.5212111473083496,0.1648312509059906,0.5235520601272583,292.9784851074219,0.4988124370574951,0.5127725601196289,64320.0,3.821020158131917,789555.0,0.16609637439250946,1.6464264344319221e-16,1.6209427834053732e-16,0.684031560229675,160,160,160,0.00023924255175999354,0.10000000000000021,0.5566343283563178,1.3329440818278126e-16,relu
39,39,39_0,COMPLETED,BoTorch,GenerationStep_1,10.504739761352539,1791.5089111328125,10.836755752563477,2307.611328125,1.6922126094500223,1.683797800540924,269.381103515625,0.5038512945175171,0.1595035195350647,0.50636887550354,277.12457275390625,0.48561403155326843,0.4990808665752411,48144.0,3.8784430106480916,594291.0,0.16168223321437836,0.10978953906580258,0.5453097091158002,0.5694431317099085,199,105,105,0.0012066067449626944,0.1,0.1,0.0,relu
40,40,40_0,COMPLETED,BoTorch,GenerationStep_1,9.967076301574707,1701.048828125,10.141684532165527,2159.668212890625,1.7957531690597535,1.787804134686788,284.28997802734375,0.5190592408180237,0.16345934569835663,0.5209157466888428,287.5146789550781,0.49370282888412476,0.5075594186782837,55364.0,4.098996444543203,681459.0,0.1639947146177292,2.768017433641324e-16,0.0,0.5723597001176849,201,121,121,0.0004967109798045968,0.1,0.3277247336528596,5.978492064411071e-17,relu
41,41,41_0,COMPLETED,BoTorch,GenerationStep_1,9.922625541687012,1693.2508544921875,10.120322227478027,2154.974365234375,1.713423530260722,1.6997116287549336,275.9175109863281,0.5111304521560669,0.16105085611343384,0.5130022168159485,278.217041015625,0.48630234599113464,0.4999392032623291,34782.0,3.985152224699656,433203.0,0.16154304146766663,0.0,0.4123961076903834,0.5879450407710157,142,97,97,0.001223445760134272,0.1,0.1,0.0,relu
42,42,42_0,COMPLETED,BoTorch,GenerationStep_1,9.932469367980957,1694.100830078125,10.133662223815918,2157.87451171875,1.700720496972402,1.6994194666544595,263.8101806640625,0.5001528859138489,0.15779753029346466,0.5020304918289185,268.8538818359375,0.477154940366745,0.4905756115913391,59505.0,3.858777280648549,731443.0,0.1586357057094574,3.3272278610355825e-15,0.5942441775109155,0.5667651117198752,289,94,94,0.0012840642910194532,0.10000000000000538,0.10000000000000231,4.89646715889823e-15,relu
43,43,43_0,COMPLETED,BoTorch,GenerationStep_1,10.434985160827637,1780.490966796875,10.621393203735352,2261.9013671875,1.6794451951980591,1.7023019393285115,277.648193359375,0.51405268907547,0.16214224696159363,0.5158488750457764,280.7158508300781,0.4892570674419403,0.5026509165763855,32580.0,3.809099253018697,406323.0,0.1625169813632965,6.441314360150604e-17,0.693447359753265,0.5666755582370808,137,93,93,0.0012363501651272274,0.1000000000000001,0.10000000000000016,2.3681032131154913e-16,relu
44,44,44_0,COMPLETED,BoTorch,GenerationStep_1,12.112654685974121,2066.732421875,12.480921745300293,2657.50439453125,1.75278981924057,1.7010642210642497,332.82318115234375,0.5594713687896729,0.1777200996875763,0.5628411769866943,342.7948303222656,0.5401843190193176,0.5548979640007019,89894.0,3.8655824422836305,1097523.0,0.17987023293972015,2.7212226882778437e-15,1.0334840523274525e-16,0.8798008646255397,286,152,152,0.00013704091566853267,0.10000000000000026,0.48605672904979913,2.532568361542647e-16,relu
45,45,45_0,COMPLETED,BoTorch,GenerationStep_1,10.122156143188477,1725.8427734375,10.432079315185547,2221.412841796875,1.6932187835375467,1.6937423944473267,254.60850524902344,0.48738327622413635,0.15446504950523376,0.4901491105556488,263.1893310546875,0.47258076071739197,0.48570141196250916,62412.0,3.827109940846761,766643.0,0.15752094984054565,0.0,0.5242607278822413,0.6010099279862466,300,96,96,0.0012079912564072611,0.10000000000000005,0.10000000000000099,1.6092959558477809e-16,relu
46,46,46_0,COMPLETED,BoTorch,GenerationStep_1,9.3304443359375,1592.2606201171875,9.581381797790527,2040.5555419921875,1.680682075023651,1.687170430024465,246.12535095214844,0.48095643520355225,0.15166901051998138,0.48287951946258545,252.3826141357422,0.46210071444511414,0.4749326705932617,64674.0,3.8183008551597597,794035.0,0.15356996655464172,2.8102236316733084e-15,0.13465309434603298,0.35060863003087234,296,102,102,0.0005802589954361182,0.1,0.9383713787407666,1.6066359522658613e-15,relu
47,47,47_0,COMPLETED,BoTorch,GenerationStep_1,31.528623580932617,5365.96728515625,32.73321533203125,6968.72216796875,1.6902760903040568,1.7070851604143777,2139.104248046875,1.3938881158828735,0.44974637031555176,1.4151711463928223,2248.039306640625,1.3822451829910278,1.4243743419647217,115203.0,3.8288999517758686,1401523.0,0.4638200104236603,0.9999999999999981,1.0,0.9999999999999934,300,300,3,0.016932109249224062,0.99999999,0.9999999899999974,0.9725811863977473,leaky_relu
48,48,48_0,COMPLETED,BoTorch,GenerationStep_1,11.509443283081055,1965.642822265625,11.665359497070312,2483.841796875,1.6827449162801107,1.695700430870056,306.6976623535156,0.5439740419387817,0.17161591351032257,0.5455899238586426,310.55859375,0.5168348550796509,0.5306147933006287,72373.0,3.8011250217755634,886515.0,0.17151111364364624,0.08717160789037265,0.3872125304837279,0.5535975335195188,245,146,114,0.00037535661992541236,0.10710366124783803,0.7639672377669904,0.07985821940061116,relu
49,49,49_0,COMPLETED,BoTorch,GenerationStep_1,9.199836730957031,1569.1568603515625,9.42322063446045,2006.72265625,1.6805617292722066,1.6841896494229636,234.6974639892578,0.4692247807979584,0.14802226424217224,0.4711953103542328,241.3061981201172,0.452186644077301,0.46456441283226013,65912.0,3.799331792195638,808819.0,0.15022392570972443,0.0,0.0,0.4584329938455779,300,103,103,0.0006300778243455652,0.4970003462755815,0.99999999,0.0,relu
50,50,50_0,COMPLETED,BoTorch,GenerationStep_1,11.897440910339355,2028.1273193359375,12.248824119567871,2608.202392578125,1.6536471406618753,1.6985029101371765,319.21795654296875,0.548679530620575,0.1741887927055359,0.5518367290496826,328.1866149902344,0.5297799110412598,0.5442049503326416,64072.0,3.817908561229706,786739.0,0.17653881013393402,0.0,0.0,0.5914327241271443,290,103,103,0.0006894464616133523,0.99999999,0.9999999899999995,0.0,relu
51,51,51_0,COMPLETED,BoTorch,GenerationStep_1,9.800907135009766,1672.1387939453125,10.104083061218262,2151.441162109375,1.8141034881273905,1.806847834587097,256.7607421875,0.4924108684062958,0.15509791672229767,0.494173139333725,265.649658203125,0.4754562973976135,0.4883882701396942,65223.0,4.112724987665812,800563.0,0.15784406661987305,0.15366844356718737,1.2117660623456155e-13,0.23631540277621005,299,102,102,0.000632970349633073,0.1,0.9931464657103681,0.0,relu
