,trial_index,arm_name,trial_status,generation_method,generation_node,mean_validation_loss,cumulative_validation_loss,mean_test_loss,cumulative_test_loss,testing_time,validation_time,validation_accuracy,test_accuracy,number_parameters,training_time,checkpoint_size,input_dropout_probability,hidden_dropout_probability,output_dropout_probability,hidden_layer_nodes_1,hidden_layer_nodes_2,hidden_layer_nodes_3,learning_rate,beta1,beta2,w_decay,activation
73,73,73_0,COMPLETED,BoTorch,GenerationStep_1,0.4442228674888611,83.61083984375,0.41452285647392273,64.99821472167969,0.3241896470387777,1.656897250811259,0.8661214113235474,0.8813507556915283,16680.0,3.850167373816172,212915.0,0.6255820883085841,0.09576706719898384,0.16087717554701397,20,20,20,0.00022842638879170383,0.23880566036563394,0.13670451640586026,0.0,swish
74,74,74_0,COMPLETED,BoTorch,GenerationStep_1,0.3750179409980774,70.61151885986328,0.3485558331012726,54.71240234375,0.32283181746800743,1.6631495038668314,0.8892142176628113,0.8991931676864624,40756.0,3.8689650098482766,502323.0,0.6067740248427764,0.4247785498321975,0.08388227821287846,46,46,46,0.00021448212248828338,0.4314492401512548,0.1,0.0,swish
75,75,75_0,COMPLETED,BoTorch,GenerationStep_1,1.3784652948379517,259.2178955078125,1.3626646995544434,213.81768798828125,0.3219748377799988,1.6627647598584494,0.6543572545051575,0.662659227848053,242604.0,3.861755398909251,2927219.0,0.6927321105639571,0.7861682880762102,0.0,301,20,20,7.62351783614e-05,0.1,0.1,0.0,swish
76,76,76_0,COMPLETED,BoTorch,GenerationStep_1,2.3554258346557617,442.8658142089844,2.3551580905914307,369.73681640625,0.32240886688232423,1.648212774594625,0.09964463114738464,0.10014237463474274,16680.0,3.8918488184611,212915.0,0.9999999999999998,0.6115851304215009,0.9999999999999997,20,20,20,1e-08,0.10000000000000012,0.10000000000000009,0.9999999899999998,sigmoid
77,77,77_0,COMPLETED,BoTorch,GenerationStep_1,9.584854125976562,1802.14453125,9.578651428222656,1503.9766845703125,0.3234166463216146,1.6809650818506876,0.09964462369680405,0.10014237463474274,16680.0,3.9254456480344135,212915.0,1.0,0.03497119179675767,1.0,20,20,20,0.9999999999300494,0.9999999899789377,0.1,1.9489964410375868e-12,swish
78,78,78_0,COMPLETED,BoTorch,GenerationStep_1,0.6824618577957153,128.39886474609375,0.6575034260749817,103.13239288330078,0.3240131457646688,1.6328046441078186,0.828849196434021,0.8439399600028992,16680.0,3.9114793300628663,212915.0,0.597186042281543,0.4509521378601199,0.07891103916415372,20,20,20,0.0002443069980904687,0.2779314055875425,0.1090975016091549,2.930664849912624e-15,swish
79,79,79_0,COMPLETED,BoTorch,GenerationStep_1,1.0143417119979858,190.76382446289062,0.9906517863273621,155.42202758789062,0.3199733138084412,1.671547238032023,0.7775885462760925,0.7900588512420654,383304.0,3.7832874417304994,4617779.0,0.6773125200459869,0.6839619713067642,0.5410214575681436,476,20,20,0.0001688921099376649,0.10000000087304675,0.10000000347719062,6.839835748583976e-15,swish
80,80,80_0,COMPLETED,BoTorch,GenerationStep_1,0.48102957010269165,90.5970230102539,0.44638052582740784,70.04438781738281,0.3297542055447896,1.6620908776919048,0.8676585555076599,0.8798693418502808,149008.0,3.9527998169263205,1804659.0,0.6482767441348709,0.7042964370513903,0.4824132195466443,139,139,139,0.0001941945658592264,0.13185343433663307,0.10000000000006312,0.0,swish
81,81,81_0,COMPLETED,BoTorch,GenerationStep_1,0.32557985186576843,61.34663391113281,0.2928037941455841,45.914546966552734,0.33315176566441856,1.7049066464106242,0.912791907787323,0.9230479598045349,339888.0,3.8233026107152304,4096115.0,0.31209024675689884,0.17389820953309737,0.48359322312325564,422,20,20,0.00015041986581645542,0.1,0.6746136456219461,0.0,swish
82,82,82_0,COMPLETED,BoTorch,GenerationStep_1,0.19109061360359192,35.988346099853516,0.16717499494552612,26.172224044799805,0.33611057996749877,1.6993507107098897,0.9460193514823914,0.9520469903945923,281576.0,4.418593835830689,3396531.0,0.6294455576286648,0.2955738202108171,0.3631219740714097,317,81,81,0.0002629031592744315,0.3530568418845472,0.10000000000000676,1.191348827331841e-12,swish
83,83,83_0,COMPLETED,BoTorch,GenerationStep_1,2.30222225189209,432.8216247558594,2.3022685050964355,361.45794677734375,0.3557424624760946,1.7858596483866374,0.10023722052574158,0.10014237463474274,133986.0,4.206199010213216,1624435.0,0.6426492716867417,1.0,4.641310925623379e-12,128,128,125,0.0003624316141723061,0.1,0.99999999,2.9577207306113647e-14,sigmoid
84,84,84_0,COMPLETED,BoTorch,GenerationStep_1,2.3168938159942627,435.56036376953125,2.3179023265838623,363.9153747558594,0.3737342437108358,1.743608820438385,0.0996890664100647,0.10014237463474274,16680.0,4.380590832233429,212915.0,1.4560764774157033e-16,1.0,0.0,20,20,20,1e-08,0.1000000000000001,0.9999999899999997,0.99999999,relu
85,85,85_0,COMPLETED,BoTorch,GenerationStep_1,0.7150193452835083,134.46102905273438,0.6680999994277954,104.72765350341797,0.3296628991762797,1.6793796221415203,0.7995582818984985,0.8132790327072144,16680.0,4.063930316766103,212915.0,0.8740099094697732,0.0,0.446709914587047,20,20,20,0.0014331014497710607,0.10000000000020987,0.10000000000053359,0.0,leaky_relu
86,86,86_0,COMPLETED,BoTorch,GenerationStep_1,2.305769205093384,433.4810485839844,2.306713581085205,362.1395568847656,0.3155693054199219,1.6646602074305217,0.10150516033172607,0.10122854262590408,174996.0,3.7832003672917685,2116467.0,1.0,0.5378724251414504,0.0,178,178,20,0.00024325079727502075,0.10000000000441282,0.6121300083510215,0.0,swish
87,87,87_0,ABANDONED,BoTorch,GenerationStep_1,,,,,,,,,,,,0.7158466176476104,0.5250642836685598,0.3047165780086624,20,20,20,0.0014577130035254874,0.9999999899999985,0.10000000000000747,6.768023141332428e-14,leaky_relu
88,88,88_0,COMPLETED,BoTorch,GenerationStep_1,2.0198090076446533,379.7444763183594,2.017686605453491,316.7801513671875,0.32722106377283733,1.6620766043663024,0.3852217197418213,0.38643917441368103,533652.0,3.8153353254000346,6424115.0,0.6716012834411899,0.412928058238254,0.5026668394253847,663,20,20,9.581656804038005e-05,0.99999999,0.4922351713751935,0.0,sigmoid
89,89,89_0,COMPLETED,BoTorch,GenerationStep_1,1.1685404777526855,219.7581787109375,1.1436092853546143,179.42933654785156,0.3233998457590739,1.657533629735311,0.7813866138458252,0.7898585200309753,661488.0,3.9117273688316345,7960115.0,0.770987808150536,0.40433010139207776,0.6692753460076029,822,20,20,5.073749879666559e-05,0.1,0.2839727716654324,1.2981003225305532e-13,swish
90,90,90_0,COMPLETED,BoTorch,GenerationStep_1,1.2104980945587158,227.678466796875,1.1911934614181519,186.90066528320312,0.32143879334131875,1.6624743620554605,0.5805906057357788,0.579793393611908,165496.0,3.8662694017092387,2003379.0,0.7196877597987172,0.7438574393278097,0.4587593284065144,151,151,151,0.00021965615707032198,0.99999999,0.503336595500475,0.0,leaky_relu
91,91,91_0,COMPLETED,BoTorch,GenerationStep_1,0.6323882937431335,119.0105209350586,0.6058740019798279,94.99674987792969,0.3210853099822998,1.7016852974891663,0.8463304042816162,0.8606715798377991,445212.0,3.852532358964284,5361587.0,0.6791390826461366,0.24490670339422743,0.46056506983605633,553,20,20,0.00014799999637468318,0.9999999899593881,0.99999999,4.548019404346874e-10,swish
92,92,92_0,COMPLETED,BoTorch,GenerationStep_1,2.3056647777557373,433.4659118652344,2.3059394359588623,362.0240783691406,0.3350025693575541,1.6517478068669638,0.12180545181035995,0.12169388681650162,16680.0,3.8787422021230062,212915.0,0.5920523648720546,0.3256722346981071,1.0,20,20,20,1.0000000000001759e-08,0.99999999,0.9121243457920574,0.0,swish
93,93,93_0,COMPLETED,BoTorch,GenerationStep_1,2.3236758708953857,436.8578186035156,2.3243587017059326,364.933349609375,0.34897452195485434,1.7422544956207275,0.09959425032138824,0.09993436932563782,606816.0,3.9112350662549336,7303283.0,0.511011956342616,0.41919925018330606,0.39206759030264987,754,20,20,1.0000000000001084e-08,0.1634928388493893,0.10000000000112157,1.6676938614431006e-10,leaky_relu
94,94,94_0,COMPLETED,BoTorch,GenerationStep_1,0.29238632321357727,55.11587142944336,0.2657804489135742,41.6428337097168,0.3385224382082621,1.755924610296885,0.9162998199462891,0.9269124269485474,200266.0,4.020943021774292,2419635.0,0.5229518052151994,0.597052763262439,0.4090783224312636,223,81,81,0.0003241459121746702,0.10000000000000499,0.43845045261869314,1.6395599842743772e-13,swish
95,95,95_0,COMPLETED,BoTorch,GenerationStep_1,0.3973740339279175,74.75650024414062,0.3706945478916168,58.08420944213867,0.33811747630437217,1.7526429732640585,0.9087100625038147,0.9146823287010193,585108.0,4.036478400230408,7042355.0,3.5950382528800306e-14,0.42446838232242623,0.6052997004092351,727,20,20,0.00017703744596348557,0.10000000000004837,0.10000000000003241,2.5893999725103687e-14,swish
96,96,96_0,COMPLETED,BoTorch,GenerationStep_1,2.5753896236419678,484.2620544433594,2.5721611976623535,404.0419921875,0.3173186699549357,1.7470128019650777,0.10198799520730972,0.0960778146982193,16680.0,4.018814249833425,212915.0,1.0,0.2213625378067157,0.0,20,20,20,1.0,0.99999999,0.99999999,0.99999999,leaky_relu
97,97,97_0,COMPLETED,BoTorch,GenerationStep_1,0.2557787299156189,48.16476058959961,0.23620568215847015,36.99277877807617,0.3201073487599691,1.7614462494850158,0.9251194000244141,0.9340376257896423,62176.0,4.02368574142456,760371.0,0.5833607346930814,0.3500648894786299,0.1834719240500253,67,67,67,0.0006093595679198375,0.1000000159109611,0.10000000177067907,4.720205026721852e-10,swish
98,98,98_0,COMPLETED,BoTorch,GenerationStep_1,2.3102128505706787,434.3277282714844,2.3115274906158447,362.90899658203125,0.3153894662857056,1.7601033131281534,0.09964462369680405,0.10014237463474274,16680.0,4.0512259125709535,212915.0,0.9999999999999961,0.8200289462461734,0.9999999999999994,20,20,20,1.000000000000002e-08,0.99999999,0.10000000000000214,3.6340080328312585e-15,swish
99,99,99_0,COMPLETED,BoTorch,GenerationStep_1,0.6363424062728882,119.74120330810547,0.6080155968666077,95.44102478027344,0.31827712456385293,1.7539666732152304,0.8206695318222046,0.8258338570594788,44700.0,4.0280092318852745,550323.0,0.7861284397245686,7.147912362756003e-14,0.6555365113513433,50,50,50,0.001183456800734696,0.10000000000002411,0.7725440224324638,2.5451087309735652e-14,sigmoid
