,trial_index,arm_name,trial_status,generation_method,generation_node,mean_validation_loss,cumulative_validation_loss,mean_test_loss,cumulative_test_loss,testing_time,validation_time,training_time,checkpoint_size,validation_mse,validation_nrmse_mean,validation_nrmse_range,validation_nrmse_std,test_mse,test_nrmse_mean,test_nrmse_std,number_parameters,test_nrmse_range,input_dropout_probability,hidden_dropout_probability,output_dropout_probability,hidden_layer_nodes_1,hidden_layer_nodes_2,hidden_layer_nodes_3,learning_rate,beta1,beta2,w_decay,activation
0,0,0_0,COMPLETED,Sobol,GenerationStep_0,31.554637908935547,5370.41064453125,32.7590446472168,6974.224609375,1.6267542044321697,1.6240864833196005,3.7433295607566834,377139.0,2140.9482421875,1.3945341110229492,0.4499533176422119,1.4158234596252441,2249.951904296875,1.3828612565994263,1.4250056743621826,30168.0,0.4640248119831085,0.058323838748037815,0.30713717080652714,0.6807116232812405,121,103,76,0.0008581466056269702,0.5875411667706514,0.42424474324249617,0.8884263313008424,swish
1,1,1_0,COMPLETED,Sobol,GenerationStep_0,32.68025588989258,5562.8857421875,33.879371643066406,7212.8837890625,1.6504707336425781,1.6251099069913229,3.972957972685496,673779.0,2218.224609375,1.4214098453521729,0.45855987071990967,1.4429937601089478,2330.0712890625,1.4084311723709106,1.4512630701065063,54750.0,0.4725243151187897,0.25857532396912575,0.5440156664699316,0.582131015136838,200,154,50,6.714995466447766e-08,0.3945396869313015,0.7449650697459158,0.9393354085404079,sigmoid
2,2,2_0,COMPLETED,Sobol,GenerationStep_0,28.09075355529785,4779.33544921875,29.25788116455078,6228.8046875,1.6201656460762024,1.6081153869628906,3.6608173131942747,1302195.0,1811.447509765625,1.2771233320236206,0.4120737314224243,1.2965333461761475,1905.6343994140625,1.269122838973999,1.3077563047409058,106944.0,0.425955206155777,0.9452663669362664,0.5182990171015263,0.7825443409383297,242,237,126,0.057099162097447274,0.411824435069961,0.36855030646181663,0.9216768407296111,relu
3,3,3_0,COMPLETED,Sobol,GenerationStep_0,32.51166915893555,5534.05126953125,33.7112922668457,7177.07666015625,1.6203252712885539,1.6216181914011638,3.6508408387502036,446259.0,2206.891845703125,1.4174911975860596,0.4573054909706116,1.439035415649414,2318.335205078125,1.4047083854675293,1.4474419355392456,35864.0,0.47128742933273315,0.8863867577165365,0.16334989666938782,0.18669209070503712,170,87,83,3.2435759029599883e-08,0.3000653722445733,0.294879124197179,0.0032458221215272785,leaky_relu
4,4,4_0,ABANDONED,Sobol,GenerationStep_0,,,,,,,,,,,,,,,,,,0.026091327890753746,0.601416745223105,0.013436146080493927,288,201,154,0.39451254694722643,0.4984751308765323,0.4988020217438289,0.15661647572959156,swish
5,5,5_0,COMPLETED,Sobol,GenerationStep_0,16.827896118164062,2878.427490234375,17.362165451049805,3696.38623046875,1.5963502764701842,1.603531289100647,3.631904637813568,608499.0,646.4033203125,0.7635635733604431,0.24523474276065826,0.7718780636787415,673.743408203125,0.7488471865653992,0.7690156102180481,49340.0,0.2501128613948822,0.8124085934832692,0.8669286938384175,0.4827312408015132,196,131,59,0.00014585013485739158,0.9596348360592096,0.787670055400372,0.552316390974026,leaky_relu
6,6,6_0,COMPLETED,Sobol,GenerationStep_0,32.63507080078125,5555.1533203125,33.8343620300293,7203.29345703125,1.623181700706482,1.6003120462099711,3.673758153120677,895859.0,2215.30029296875,1.4203962087631226,0.45823556184768677,1.4419714212417603,2327.04833984375,1.407470464706421,1.4502778053283691,73170.0,0.47220534086227417,0.7833285955712199,0.28737726993858814,0.09514646604657173,240,209,17,9.134485815874963e-07,0.8244254706960799,0.47639627029133735,0.293847126741745,relu
7,7,7_0,COMPLETED,Sobol,GenerationStep_0,31.4263858795166,5348.50439453125,32.63160705566406,6947.07763671875,1.619595499833425,1.6244805733362833,3.652558680375417,1154163.0,2131.8154296875,1.3913342952728271,0.4489276707172394,1.4125863313674927,2240.4765625,1.3798108100891113,1.4218724966049194,94640.0,0.463010311126709,0.8968509063124657,0.7409636965021491,0.2969483779743314,265,179,143,0.0023455880748794325,0.10840366501336952,0.6621209565490817,0.7755391753024528,swish
8,8,8_0,COMPLETED,Sobol,GenerationStep_0,31.173261642456055,5305.294921875,32.37982940673828,6893.44384765625,1.608393402894338,1.6177228569984436,3.687827189763387,318387.0,2113.46875,1.3848894834518433,0.44686180353164673,1.4060657024383545,2221.438232421875,1.373665690422058,1.4155583381652832,25280.0,0.4609655737876892,0.8578947223722935,0.8942869063466787,0.9990898463875055,163,59,41,0.5165653969658267,0.7128861226960864,0.15665864564854282,0.6254599329868099,relu
9,9,9_0,COMPLETED,Sobol,GenerationStep_0,32.48909378051758,5530.19482421875,33.68874740600586,7172.27587890625,1.6044227917989096,1.6199041684468587,3.695418568452199,982899.0,2205.31494140625,1.416945219039917,0.4571312665939331,1.4384835958480835,2316.6923828125,1.4041882753372192,1.4469075202941895,80385.0,0.47111472487449646,0.40753132198005915,0.9180354066193104,0.6351013518869877,279,146,116,4.391819396252112e-07,0.6805298343990084,0.9263101236352101,0.7327488689982973,swish
10,10,10_0,COMPLETED,Sobol,GenerationStep_0,20.938905715942383,3568.50146484375,21.903228759765625,4663.1826171875,1.6109398484230042,1.6148990114529929,3.6979039390881856,593715.0,1098.178466796875,0.9860795140266418,0.3183296322822571,1.000654697418213,1156.4317626953125,0.9819168448448181,1.0111660957336426,48144.0,0.32947468757629395,0.2705653551965952,0.12198037747293711,0.9640090065076947,235,111,27,0.0011510522064031622,0.4701846707458839,0.21247427301307176,0.21150603958309735,relu
11,11,11_0,COMPLETED,Sobol,GenerationStep_0,32.51008224487305,5533.783203125,33.70968246459961,7176.73388671875,1.5990269899368286,1.6173908909161885,3.684451647599538,1266867.0,2206.740478515625,1.4174391031265259,0.4572892487049103,1.438982367515564,2318.166748046875,1.4046576023101807,1.447389006614685,103996.0,0.4712706506252289,0.045136564411222935,0.1385740851983428,0.19799533300101757,254,227,113,1.101897862669529e-08,0.6854708899884113,0.7745808244235228,0.9992753726154214,relu
12,12,12_0,COMPLETED,Sobol,GenerationStep_0,26.281187057495117,4477.82080078125,27.33281898498535,5818.98095703125,1.619383406639099,1.6103226264317831,3.678268551826477,1452019.0,1499.7889404296875,1.160423755645752,0.374352365732193,1.176993489265442,1578.982421875,1.1527774333953857,1.1868611574172974,119390.0,0.38673296570777893,0.15085110254585743,0.8409396503120661,0.40210877265781164,298,272,52,0.0004290863546526537,0.4757917791759869,0.3639642873320573,0.44678772911676506,sigmoid
13,13,13_0,COMPLETED,Sobol,GenerationStep_0,32.52474594116211,5536.29052734375,33.72429275512695,7179.845703125,1.6032695730527242,1.6155563592910767,3.685149927934011,582771.0,2207.690673828125,1.4177680015563965,0.4573942720890045,1.4393137693405151,2319.154052734375,1.4049698114395142,1.447710633277893,47231.0,0.47137412428855896,0.20912036765366793,0.4774418007582426,0.5056042233482003,226,122,11,7.67337302790411e-06,0.1377705802669557,0.2690914768564143,0.5987411724134027,leaky_relu
14,14,14_0,COMPLETED,Sobol,GenerationStep_0,32.57489776611328,5544.869140625,33.77435302734375,7190.5107421875,1.6294011354446412,1.616865841547648,3.6907784779866537,371827.0,2211.2021484375,1.418980360031128,0.457782506942749,1.4405394792556763,2322.7958984375,1.4061248302459717,1.4488955736160278,29727.0,0.4717582166194916,0.9555151620879769,0.9119588965550065,0.33093434385955334,147,112,12,1.401461528323343e-06,0.5098899451175913,0.7177688720912954,0.9660097236070311,leaky_relu
15,15,15_0,COMPLETED,Sobol,GenerationStep_0,31.514875411987305,5363.6201171875,32.71952438354492,6965.8095703125,1.605288298924764,1.613825798034668,3.6886894663174945,715443.0,2138.127685546875,1.3935459852218628,0.4496368169784546,1.4148250818252563,2247.025634765625,1.3819193840026855,1.4240388870239258,58210.0,0.46371176838874817,0.7197736464440823,0.17410597670823336,0.43746237456798553,212,164,38,0.012494686161862395,0.7116821369178107,0.3424499554629059,0.8920254832338068,relu
16,16,16_0,COMPLETED,Sobol,GenerationStep_0,21.856136322021484,3725.864013671875,22.84181022644043,4863.09912109375,1.595691180229187,1.626168167591095,3.676484807332357,642867.0,1192.078369140625,1.0283838510513306,0.33200135827064514,1.0435997247695923,1254.548583984375,1.023040533065796,1.0534396171569824,52192.0,0.34320956468582153,0.7468442041426897,0.7223617378622293,0.047642371617257595,261,102,43,5.87389331344324e-05,0.6324924496441311,0.931395885237549,0.13291572739633567,swish
17,17,17_0,COMPLETED,Sobol,GenerationStep_0,28.949064254760742,4926.70947265625,30.11971664428711,6412.2216796875,1.6087707916895548,1.6158511877059936,3.6614079157511394,946931.0,1918.7723388671875,1.3153190612792969,0.4245269298553467,1.3355423212051392,2018.9468994140625,1.306883454322815,1.3468172550201416,77395.0,0.43869760632514954,0.5708171660080552,0.30009410437196493,0.3454133030027151,291,136,104,0.27384090169811287,0.420279399006551,0.18624739048166997,0.6863851040881089,sigmoid
18,18,18_0,COMPLETED,Sobol,GenerationStep_0,32.063140869140625,5457.34033203125,33.264591217041016,7081.919921875,1.6060028592745463,1.6274994730949401,3.664494780699412,1190835.0,2176.29638671875,1.4068734645843506,0.45390644669532776,1.42830228805542,2286.61328125,1.3946104049682617,1.4370744228363037,97700.0,0.46793144941329956,0.12467852234840393,0.10341466590762138,0.7148407762870193,295,189,95,3.843872495239561e-05,0.9871599320469141,0.4810899968756541,0.8229101245888226,relu
19,19,19_0,COMPLETED,Sobol,GenerationStep_0,28.517112731933594,4851.45849609375,29.674192428588867,6317.3154296875,1.6008319020271302,1.612813659509023,3.682782443364461,1094643.0,1869.447998046875,1.297601342201233,0.418619841337204,1.3172913789749146,1967.4642333984375,1.2893640995025635,1.3287039995193481,89720.0,0.4327716529369354,0.19913976918905973,0.9307732144370675,0.8852618839591742,247,219,71,0.17557352980443042,0.2694899592342842,0.6363809452398922,0.37149152812654157,swish
20,20,20_0,COMPLETED,Sobol,GenerationStep_0,32.55247497558594,5541.03369140625,33.75210189819336,7185.7744140625,1.5995325128237405,1.607175600528717,3.6690305630366007,350771.0,2209.6796875,1.418453335762024,0.4576139450073242,1.4400073289871216,2321.2158203125,1.4056227207183838,1.4483797550201416,28007.0,0.47159141302108765,0.13250869140028954,0.2625935869291425,0.020497985184192657,175,68,28,3.104684530564577e-07,0.3827871096564628,0.9002376407876544,0.7040656678752529,relu
21,21,21_0,COMPLETED,Sobol,GenerationStep_0,26.031225204467773,4437.05615234375,27.081945419311523,5765.64990234375,1.612139066060384,1.6243077278137208,3.631078330675761,1887219.0,1427.3421630859375,1.1336101293563843,0.3654537498950958,1.1490256786346436,1501.862060546875,1.1247050762176514,1.1573585271835327,155484.0,0.3771055340766907,0.7721521370112896,0.9496829174458981,0.16218349523842335,273,257,245,0.025413071715971212,0.19096249427159798,0.6822589489197173,0.6130536910308395,sigmoid
22,22,22_0,COMPLETED,Sobol,GenerationStep_0,13.105473518371582,2242.943115234375,13.40186595916748,2853.10986328125,1.6102127234141033,1.6181737224260966,3.6692702730496722,1719411.0,367.1927795410156,0.5931483507156372,0.18831461668014526,0.596397340297699,377.56884765625,0.5697134137153625,0.5841906070709229,141544.0,0.18903806805610657,0.49884332343935966,0.5525761200115085,0.3337433794513345,293,227,225,0.00011222397537214241,0.8652098907816133,0.2534005735720134,0.1298048529831981,leaky_relu
23,23,23_0,COMPLETED,BoTorch,GenerationStep_1,17.88219451904297,3047.371826171875,18.633501052856445,3967.65966796875,1.619053888320923,1.6155747850735982,3.709586211045583,1299251.0,771.8999633789062,0.8300911784172058,0.26743870973587036,0.8413957953453064,807.6281127929688,0.8212241530418396,0.8455427885055542,106680.0,0.2753382623195648,0.6107948772350298,0.6570316953998843,0.25737213922563423,252,209,160,0.007662345204257638,0.9925135750267864,0.39973567896774964,0.09422272460982146,leaky_relu
24,24,24_0,COMPLETED,BoTorch,GenerationStep_1,14.165480613708496,2424.5908203125,14.606304168701172,3109.345703125,1.6030094385147096,1.6208982388178508,3.725248448053996,1091763.0,432.33990478515625,0.6374828219413757,0.20332007110118866,0.6423107981681824,446.2298278808594,0.6163290143013,0.6320286989212036,89420.0,0.20484979450702667,0.7261581734346394,0.8779843172047853,0.8597515408669572,220,179,179,0.00017132430580842347,0.9495526289379204,0.8065839434156162,0.033551886415761976,leaky_relu
25,25,25_0,COMPLETED,BoTorch,GenerationStep_1,11.959035873413086,2043.432373046875,12.221757888793945,2602.268310546875,1.6204208374023437,1.624665880203247,3.7266191959381105,1539315.0,322.08233642578125,0.554959774017334,0.17569051682949066,0.557477593421936,328.86871337890625,0.5313935279846191,0.5455114841461182,126612.0,0.17650167644023895,0.15438892150835845,0.46617043877016656,1.0168160057806135e-13,300,203,203,0.0001301479077832247,0.9935521715576305,0.1,0.11003586627500997,leaky_relu
26,26,26_0,COMPLETED,BoTorch,GenerationStep_1,13.582268714904785,2325.989990234375,13.730725288391113,2922.94677734375,1.6064361770947775,1.610159166653951,3.681988827387492,2006515.0,431.9342956542969,0.6550800800323486,0.20677907764911652,0.6579386591911316,440.3329772949219,0.623324990272522,0.6389011144638062,165408.0,0.20571684837341309,4.457780629071943e-12,0.0,4.8981696372047926e-14,279,263,263,0.00013034378269236442,0.99999999,0.1644684476160247,0.09047600271801717,leaky_relu
27,27,27_0,COMPLETED,BoTorch,GenerationStep_1,25.87691307067871,4413.0205078125,26.8901309967041,5724.97021484375,1.6041619777679443,1.6062934319178264,3.637868511676788,916019.0,1346.82177734375,1.1043949127197266,0.35559242963790894,1.1181641817092896,1415.447509765625,1.0931302309036255,1.123918890953064,74820.0,0.3661622703075409,0.0,1.0,0.0,300,120,120,0.00013513334298728398,0.9754228663549563,0.1,0.03300235032994304,leaky_relu
28,28,28_0,COMPLETED,BoTorch,GenerationStep_1,13.073386192321777,2230.328857421875,13.620157241821289,2899.863525390625,1.6019144972165427,1.6175976077715555,3.7077984253565472,1471347.0,393.0790710449219,0.6030628681182861,0.19254668056964874,0.6084877848625183,410.8487243652344,0.5898164510726929,0.6062391996383667,120924.0,0.1967114955186844,0.42029371226575024,0.41272826975717747,0.4727467938045497,229,225,225,0.0002134214328566145,0.99999999,0.6052079064482396,0.01756804107539354,leaky_relu
