,number_parameters,training_time,validation_time,testing_time,checkpoint_size,mean_validation_loss,cumulative_validation_loss,validation_accuracy,mean_test_loss,cumulative_test_loss,test_accuracy,input_dropout_probability,hidden_dropout_probability,output_dropout_probability,hidden_layer_nodes_1,hidden_layer_nodes_2,hidden_layer_nodes_3,learning_rate,beta1,beta2,w_decay,activation,trial_index
0,1615198,3.595800797144572,1.5663434664408367,0.3059342940648397,19417779.0,2.3022451400756836,432.82183837890625,0.10023722052574158,2.3022894859313965,361.4597473144531,0.10014237463474274,0.3379859970882535,0.41296614333987236,0.8270171536132693,918,712,335,0.00030050999130311107,0.686939439640883,0.5667407836127705,0.8683443001250027,swish,0
0,1204282,3.7202218174934387,1.59919486840566,0.3143693526585897,14482611.0,2.30185604095459,432.7494201660156,0.10023722052574158,2.3020060062408447,361.41595458984375,0.10014237463474274,0.49807719327509403,0.668337844312191,0.7188197439536452,786,568,245,2.1490426616497482e-05,0.4184746646326494,0.20464552273185016,0.1239393573898927,swish,1
0,2329488,3.7682509859402975,1.5707781632741293,0.3357456048329671,27997491.0,2.301844358444214,432.74591064453125,0.09741118550300598,2.301724672317505,361.3717346191406,0.09935033321380615,0.5373491188511252,0.7153531378135085,0.11921590380370617,962,890,799,3.437402238873716e-06,0.49410675959486805,0.22040249804364725,0.5244902794885714,leaky_relu,3
0,869402,3.856527304649353,1.636897655328115,0.312738827864329,10459571.0,2.3021907806396484,432.8153381347656,0.09964462369680405,2.3029558658599854,361.5639953613281,0.10014237463474274,0.9794104965403676,0.9157936023548245,0.19149576220661402,801,244,181,0.000150586106625363,0.9801742327391284,0.5257518492830755,0.4201239258879364,sigmoid,4
0,1249948,3.7537777066230773,1.5762823700904847,0.3106358885765076,15030195.0,2.3025732040405273,432.8851318359375,0.09964462369680405,2.302548408508301,361.5001525878906,0.10014237463474274,0.9339773003011942,0.7729379944503307,0.8795758578926325,887,505,207,0.019765386648452437,0.625121918725829,0.7832212916099023,0.361340525671966,relu,5
0,469016,3.719970977306366,1.5920576373736064,0.30953579346338905,5648947.0,2.3023598194122314,432.8431701660156,0.10023722052574158,2.302384376525879,361.4739990234375,0.10014237463474274,0.7304118443280458,0.6802163096144795,0.33790244814008474,452,214,80,0.0010644475235005466,0.2542124019564822,0.25961419818525056,0.8780258983115373,leaky_relu,6
0,1061154,3.67242378393809,1.5616435170173646,0.3103723406791687,12763059.0,2.3016157150268555,432.70404052734375,0.09964462369680405,2.3021109104156494,361.43609619140625,0.10014237463474274,0.9943703887984157,0.2824001917615533,0.38254851195961237,684,677,90,9.781888726810098e-06,0.7987964911042088,0.7161636689201751,0.9597814378276701,leaky_relu,7
0,1591550,3.713047118981679,1.5727354605992636,0.31058803796768186,19132851.0,2.3568975925445557,443.0907287597656,0.09964462369680405,2.355733633041382,369.793701171875,0.10014237463474274,0.41458864230662584,0.5184021452441812,0.4069012366235256,933,798,143,1.5863440887165444e-07,0.28837417396959714,0.6854738697549557,0.15905097433571064,sigmoid,8
0,592008,3.6898053725560507,1.5896719574928284,0.31006853183110555,7125107.0,2.302713394165039,432.9072265625,0.10023722052574158,2.3024206161499023,361.4842224121094,0.10014237463474274,0.48322052136063576,0.03567710146307945,0.9099119221791625,638,137,30,0.0033078675422156447,0.45878632191523205,0.8158405579251138,0.5059125447345947,sigmoid,9
0,892594,3.738842236995697,1.5739103039105733,0.3099299112955729,10737203.0,2.3057923316955566,433.4916687011719,0.10454518347978592,2.305609703063965,361.9857482910156,0.10233644396066666,0.020401757210493088,0.42984962835907936,0.6713543487712741,876,205,122,2.2208788687274827e-08,0.2930764576387667,0.9043208597265913,0.478093141565578,swish,10
0,1829584,3.7195846875508627,1.5818347493807474,0.308271586894989,21992499.0,2.3195834159851074,436.0975341796875,0.09964462369680405,2.320485830307007,364.29669189453125,0.10014237463474274,0.660246480256319,0.9287713291123509,0.2868552366271615,996,750,397,1.1484048544326989e-08,0.47359798284508514,0.18813184010660852,0.8110753272577607,sigmoid,12
0,968580,3.703227472305298,1.5778525630633036,0.3079386631647746,11651379.0,2.3020615577697754,432.786865234375,0.10023722052574158,2.3021109104156494,361.4316711425781,0.10014237463474274,0.7210048409178853,0.3763403594493866,0.7877508047968149,701,431,265,0.0005288864291566327,0.30344509721994906,0.5078753572272672,0.4007310035612281,relu,13
0,748611,3.706107187271118,1.5776625474294026,0.30619154771169027,9008627.0,2.3006865978240967,432.527099609375,0.10023722052574158,2.301126480102539,361.2790832519531,0.10014237463474274,0.5686717797070742,0.636592973023653,0.6332091148942709,619,329,176,3.870064437740333e-05,0.7951507764929235,0.9332525111352188,0.6539289736919952,sigmoid,14
0,1574712,3.6893157641092937,1.5788033525149028,0.3083269715309143,18930419.0,2.3018648624420166,432.7503662109375,0.10023722052574158,2.3019046783447266,361.4002685546875,0.10014237463474274,0.5845004878938198,0.003140673041343689,0.9490137603133917,978,760,84,0.00188505715883424,0.975882325368297,0.3086646163934228,0.2241040753141984,relu,15
0,1570953,3.7105554302533466,1.5910151521364848,0.3075567921002706,18887859.0,2.3020853996276855,432.79156494140625,0.10023722052574158,2.3021433353424072,361.43670654296875,0.10014237463474274,0.29162817262113094,0.868478293530643,0.24904032330960035,898,597,545,5.112541720070547e-05,0.26800267938119354,0.6542333057967378,0.380154382361214,relu,16
0,1213270,3.7051659782727557,1.5806248585383098,0.3073794682820638,14588595.0,2.309206962585449,434.13201904296875,0.09964462369680405,2.309084892272949,362.525390625,0.10014237463474274,0.0648581488057971,0.2564173163846135,0.4841899275779724,963,466,20,1.7617929637890485e-06,0.41609066448071175,0.43580045895068387,0.302393078574053,swish,17
0,1135134,3.7125872055689495,1.56686718861262,0.3076870679855347,13651443.0,2.315819263458252,435.36260986328125,0.09964462369680405,2.3167221546173096,363.7217712402344,0.10014237463474274,0.0040993113070726395,0.79761803150177,0.9813011987134814,729,638,152,0.034205798092154203,0.13674915485229855,0.2777757973215097,0.8920487504654557,leaky_relu,18
0,839345,3.702829607327779,1.5662352601687113,0.30897340377171834,10099443.0,2.3039913177490234,433.15130615234375,0.10023722052574158,2.3038854598999023,361.70947265625,0.10014237463474274,0.6089566890150309,0.4451943039894104,0.8483112100511789,545,543,210,9.033265188285432e-06,0.11125220951228953,0.4338385521593977,0.792737901665309,leaky_relu,19
0,940023,3.8637888113657635,1.6513010541598,0.30685581763585407,11306931.0,2.301737070083618,432.7261657714844,0.10023722052574158,2.301778554916382,361.3782043457031,0.10014237463474274,0.5408130763098598,0.9860288919880986,0.3513143816962838,779,377,92,0.018267949902712514,0.38357969235327327,0.28237835226966207,0.3897125421236208,swish,20
0,589212,3.7114169438680014,1.5606065432230631,0.3157381772994995,7093427.0,2.3400113582611084,439.9363098144531,0.10023722052574158,2.337616443634033,366.9931335449219,0.10014237463474274,0.12060238141566515,0.18971267063170671,0.31316588446497917,530,254,148,0.0035305564372576023,0.6764744836114267,0.3044985607827428,0.7452335087564923,sigmoid,21
0,1751899,3.704772134621938,1.567685345808665,0.30895243485768636,21061299.0,2.3483924865722656,441.529541015625,0.10023722052574158,2.3539958000183105,369.5937805175781,0.09943126142024994,0.8134778868407011,0.38910513650625944,0.11666065640747547,837,753,610,0.6118544310645009,0.23547802463516984,0.94993437999849,0.3124445561740101,relu,22
0,1824324,3.7131386160850526,1.5642157276471456,0.30808818340301514,21929523.0,2.8771657943725586,540.7728271484375,0.10023722052574158,2.8875162601470947,453.2820129394531,0.09943126142024994,0.14963320922106504,0.49861470237374306,0.7318881703540683,906,830,431,0.012096690688412308,0.1422742941376269,0.8250037608205975,0.835981268457807,sigmoid,23
