,number_parameters,training_time,validation_time,testing_time,checkpoint_size,mean_validation_loss,cumulative_validation_loss,validation_mse,validation_nrmse_mean,validation_nrmse_range,validation_nrmse_std,mean_test_loss,cumulative_test_loss,test_mse,test_nrmse_mean,test_nrmse_range,test_nrmse_std,input_dropout_probability,hidden_dropout_probability,output_dropout_probability,hidden_layer_nodes_1,hidden_layer_nodes_2,hidden_layer_nodes_3,learning_rate,beta1,beta2,w_decay,activation,trial_index
0,31340,3.8593379338582356,1.6805176337560017,1.6651342948277792,391347.0,15.922537803649902,2724.791748046875,566.9746704101562,0.7194666266441345,0.2306118756532669,0.7265611290931702,16.43965721130371,3499.7763671875,588.5167846679688,0.7014729976654053,0.233905628323555,0.7200005054473877,0.7487834306795784,0.5395415893058184,0.5856078970969906,135,129,23,0.0040472648589508255,0.9705698978327483,0.5221000031353015,0.5116031093268083,leaky_relu,0
0,70808,3.798896829287211,1.6969849904378256,1.6831658760706583,867507.0,28.000328063964844,4765.33056640625,1804.406982421875,1.2735873460769653,0.4111136198043823,1.2931207418441772,29.1110782623291,6197.50244140625,1899.55419921875,1.2662616968154907,0.42509719729423523,1.3048759698867798,0.4024106108319987,0.9919506106204066,0.712026391664662,293,123,89,0.004086669329966416,0.123139918358228,0.3054145650988503,0.43537356209252753,leaky_relu,2
0,129450,3.880632170041402,1.669976806640625,1.6445759137471516,1573683.0,32.55326461791992,5541.16943359375,2209.760009765625,1.418481469154358,0.45762309432029724,1.4400357007980347,33.752689361572266,7185.8994140625,2321.301025390625,1.405649185180664,0.4716002643108368,1.4484080076217651,0.2996336148316525,0.4202726642792348,0.3978486319933068,289,244,145,1.407179180900886e-07,0.5528789887304661,0.231199507758266,0.9947112918735628,leaky_relu,3
0,115392,3.834985419114431,1.6703601479530334,1.6771837949752808,1403763.0,16.6146240234375,2840.353271484375,642.06201171875,0.7591598033905029,0.24394984543323517,0.7677744626998901,17.214670181274414,3664.9658203125,670.84765625,0.7467265129089355,0.24959112703800201,0.7671976685523987,0.7704500117074627,0.632270242336049,0.12671057455613655,286,223,127,0.0003786080243582535,0.9646411285242134,0.1905491849020285,0.7383630609205947,relu,4
0,74643,3.8753179868062335,1.6468239863713583,1.6463447531064352,913011.0,25.912588119506836,4418.2822265625,1374.7733154296875,1.1144310235977173,0.35900524258613586,1.128825068473816,26.94356918334961,5736.27587890625,1445.5489501953125,1.104126214981079,0.36999037861824036,1.1356022357940674,0.9003500789213462,0.45925676564374907,0.4042467404128701,222,200,61,0.0009136299794293196,0.6353849231080085,0.7407556584742344,0.23046275422451393,sigmoid,5
0,102924,3.786581512292226,1.6472085158030192,1.6489163319269815,1254067.0,32.474021911621094,5527.61328125,2204.1220703125,1.4165360927581787,0.4569993019104004,1.43806791305542,33.67372131347656,7169.07666015625,2315.454833984375,1.4037970304489136,0.47098416090011597,1.4465053081512451,0.45067998499122064,0.7299184681297765,0.9472597611107447,254,192,174,1.9365376973807806e-06,0.6669754647916585,0.5398919338321381,0.058364578606470936,leaky_relu,6
0,39745,3.843544085820516,1.6609959443410238,1.6465734720230103,492723.0,26.028728485107422,4436.65185546875,1426.491943359375,1.1332969665527344,0.3653491139411926,1.1486976146697998,27.07930564880371,5765.08935546875,1500.9547119140625,1.1243735551834106,0.3769911229610443,1.1570088863372803,0.13119844564510874,0.7340054129819692,0.5655957980056492,139,124,90,0.010187151783779585,0.7948235660489528,0.49123371168646224,0.5198313344490952,sigmoid,7
0,21010,3.802399702866872,1.683483068148295,1.6753833929697672,266739.0,32.42118453979492,5518.580078125,2200.6845703125,1.415341854095459,0.45661771297454834,1.4368630647659302,33.62108612060547,7157.86376953125,2311.895263671875,1.402664303779602,0.470608115196228,1.4453433752059937,0.9324405845115968,0.9278851682880523,0.1117734022761554,151,46,39,1.264415187398146e-05,0.9683591074463705,0.7527009350508935,0.640824098715893,leaky_relu,8
0,130194,3.857164617379506,1.649245262145996,1.6680580377578735,1582515.0,34.907379150390625,5946.59521484375,2617.205810546875,1.5464065074920654,0.4994797110557556,1.5709947347640991,36.327884674072266,7733.81787109375,2755.41845703125,1.5338482856750488,0.5147525668144226,1.5809226036071777,0.8086724990905854,0.2911311821275331,0.11887120384968708,284,217,209,0.10328619947238278,0.7380613807648104,0.8846183731710222,0.2808022554614803,swish,9
0,98752,3.825195622444153,1.6798368533452352,1.642952307065328,1203507.0,32.28799819946289,5495.79931640625,2191.640625,1.4122055768966675,0.4556138515472412,1.4336928129196167,33.48842239379883,7129.6025390625,2302.520751953125,1.3996827602386475,0.4696173369884491,1.4422821998596191,0.8843674825296486,0.5576581468332612,0.7459525559028886,262,220,90,8.655891006892435e-08,0.8829128225798991,0.32859641796083844,0.8088664807943368,sigmoid,10
