,number_parameters,training_time,validation_time,testing_time,checkpoint_size,mean_validation_loss,cumulative_validation_loss,validation_accuracy,mean_test_loss,cumulative_test_loss,test_accuracy,input_dropout_probability,hidden_dropout_probability,output_dropout_probability,hidden_layer_nodes_1,hidden_layer_nodes_2,hidden_layer_nodes_3,learning_rate,beta1,beta2,w_decay,activation,trial_index
0,1113571,3.915397278467814,1.7231119910875956,0.3316360831260681,13394355.0,2.302013397216797,432.77899169921875,0.10023722052574158,2.3020944595336914,361.4314880371094,0.10014237463474274,0.894518131390214,0.9990568244829774,0.031202100217342377,658,549,423,1.2680103127580864e-05,0.5544975884050435,0.14967410974890438,0.15622723598268143,leaky_relu,15
0,444870,3.9074413696924846,1.7126501003901164,0.3321682175000509,5360499.0,2.3021976947784424,432.8128967285156,0.10023722052574158,2.3022360801696777,361.4512939453125,0.10014237463474274,0.7410610495135188,0.8261437267065048,0.450976949185133,345,302,225,4.3169386458037534e-05,0.6576232969270039,0.19259350113134505,0.6516899000876889,swish,16
0,749047,3.880815847714742,1.7187548597653708,0.33117008209228516,9012083.0,2.318671941757202,435.9114990234375,0.10023722052574158,2.316403388977051,363.664794921875,0.10014237463474274,0.8637177590280771,0.5212000971660018,0.6059924839064479,836,109,21,8.090291362879918e-08,0.3617910132526527,0.9506406282554025,0.3270473251942136,relu,17
0,1147552,3.904256892204285,1.7039331912994384,0.33483821551005044,13801587.0,2.3024463653564453,432.85968017578125,0.10023722052574158,2.302321672439575,361.46429443359375,0.10014237463474274,0.8845518557354808,0.47595530189573765,0.49123610462993383,831,411,367,0.004224407673453411,0.6632296635586845,0.7767280609592047,0.9072303597430588,swish,18
0,1084050,3.915768345197042,1.7146023432413737,0.3318897128105164,13036851.0,2.3103809356689453,434.35699462890625,0.09964462369680405,2.3128278255462646,363.11334228515625,0.10014237463474274,0.8035996137186885,0.6294126939028502,0.22396165318787098,975,290,123,3.046306809609025e-06,0.15264712299396782,0.43141121002483196,0.47227198158299377,sigmoid,19
0,704256,3.883635433514913,1.7208683331807455,0.3334613561630249,8475379.0,2.3011116981506348,432.6081848144531,0.09858876466751099,2.3014442920684814,361.3276672363281,0.10199962556362152,0.3513981709256768,0.45327232126146555,0.1998331230133772,679,200,172,6.722201387906995e-07,0.7163091787576162,0.40138003398142397,0.9643329201690424,leaky_relu,20
0,1354542,3.892987596988678,1.6968769232432048,0.3440915505091349,16285683.0,2.324923515319824,437.09454345703125,0.10023722052574158,2.3242053985595703,364.8970642089844,0.10014237463474274,0.3120085159316659,0.8373993216082454,0.9194778725504875,959,581,77,0.00948911995988844,0.8126049430093651,0.28397014439585677,0.07128468457105246,sigmoid,21
0,1531000,3.913175169626872,1.7086142738660177,0.3374591906865438,18406515.0,2.302358388900757,432.8419494628906,0.10023722052574158,2.30216121673584,361.4380187988281,0.10014237463474274,0.37534353230148554,0.057232446037232876,0.6873596804216504,876,702,322,1.3547660872217507e-06,0.45330360260319313,0.6991562075463942,0.5101523599794886,swish,22
0,1172568,3.924749688307444,1.7073228319485982,0.3424280325571696,14101235.0,2.3182594776153564,435.8471984863281,0.09964462369680405,2.3193447589874268,364.1330871582031,0.10014237463474274,0.8160693775862455,0.2709658881649375,0.7757743140682578,768,644,116,2.7576675463453204e-07,0.7804092679008852,0.39640000002813547,0.12762135139636338,sigmoid,23
0,1383988,3.923371092478434,1.7191346247990926,0.33434446255366007,16641139.0,5.594439506530762,1051.5853271484375,0.10023722052574158,5.637301921844482,885.3701782226562,0.10014237463474274,0.9965919237583876,0.6158295525237918,0.5080117005854845,916,519,360,0.04663053849625825,0.4911872907848598,0.8117804696859122,0.6877006214259851,swish,24
