,trial_index,arm_name,trial_status,generation_method,generation_node,mean_validation_loss,cumulative_validation_loss,mean_test_loss,cumulative_test_loss,testing_time,validation_time,training_time,checkpoint_size,validation_accuracy,number_parameters,test_accuracy,input_dropout_probability,hidden_dropout_probability,output_dropout_probability,hidden_layer_nodes_1,hidden_layer_nodes_2,hidden_layer_nodes_3,learning_rate,beta1,beta2,w_decay,activation
0,0,0_0,COMPLETED,Uniform,GenerationStep_0,2.323896646499634,436.88714599609375,2.324946880340576,364.9993591308594,0.3361724615097046,1.7067383527755737,3.8780635396639505,18303219.0,0.09964463114738464,1522338.0,0.10014237463474274,0.6378841751488762,0.7948396698603224,0.8433122085354597,782,760,409,1.294699198512439e-07,0.7783312927208278,0.8935095227595631,0.50922507706396,sigmoid
1,1,1_0,COMPLETED,Uniform,GenerationStep_0,2.3026576042175293,432.897216796875,2.3025872707366943,361.50030517578125,0.34485371510187784,1.7017650604248047,3.9493286768595377,4111795.0,0.12517696619033813,341064.0,0.12553095817565918,0.8925376953709785,0.3570180241585098,0.6951054398283166,356,130,112,1.132026701985302e-06,0.2310908005203513,0.787096404291127,0.7772003642152805,swish
2,2,2_0,COMPLETED,Uniform,GenerationStep_0,2.3068277835845947,433.68896484375,2.3063721656799316,362.09271240234375,0.3398633519808451,1.6629199624061584,3.9636152307192485,5342771.0,0.09964462369680405,443520.0,0.10014237463474274,0.6610316271667848,0.9001474599506508,0.3829469699535081,434,186,115,0.08125230691923008,0.418337334314668,0.5218169106186586,0.0945237159231526,swish
3,3,3_0,COMPLETED,Uniform,GenerationStep_0,2.302339792251587,432.83978271484375,2.3023571968078613,361.4702453613281,0.33710488478342693,1.6824331482251484,3.9423263669013977,24627635.0,0.10023722052574158,2048868.0,0.10014237463474274,0.11787025531409745,0.5479305331122354,0.602493052097869,908,824,706,0.00033825997792890787,0.5317387361357633,0.6680482884813643,0.9518842558654497,relu
4,4,4_0,COMPLETED,Uniform,GenerationStep_0,2.3024039268493652,432.8517150878906,2.302478790283203,361.4879455566406,0.337954572836558,1.6604680697123209,3.9518344600995383,10137971.0,0.09964462369680405,842521.0,0.10014237463474274,0.40124309067118236,0.7517470479416247,0.11666837910020811,611,387,320,0.008723208648434542,0.16360896295868751,0.24971844057524586,0.3329773638514205,swish
5,5,5_0,ABANDONED,Uniform,GenerationStep_0,,,,,,,,,,,,0.04546749153791818,0.46254442279609154,0.10839600253072312,332,272,152,0.416025485413901,0.3494815646062588,0.27900906385225677,0.4977610198308379,sigmoid
6,6,6_0,COMPLETED,Uniform,GenerationStep_0,2.30175518989563,432.72650146484375,2.3018219470977783,361.38623046875,0.3387483318646749,1.6990002393722534,4.003815094629924,16787379.0,0.13894489407539368,1396170.0,0.13926629722118378,0.42478985164966543,0.31743139013844246,0.7547395990091404,876,584,333,4.17583166811997e-06,0.9539390615637143,0.23765497911327413,0.7578191203523068,relu
7,7,7_0,COMPLETED,Uniform,GenerationStep_0,2.2967684268951416,431.7879638671875,2.29632306098938,360.5238342285156,0.339229949315389,1.6878583431243896,4.007298103968302,16208563.0,0.17587801814079285,1348056.0,0.18236258625984192,0.18440866124028377,0.06331591178019635,0.2612652483268838,958,512,204,1.2769545454561603e-06,0.9658894076404668,0.6222926669331351,0.4197777409246156,leaky_relu
8,8,8_0,COMPLETED,Uniform,GenerationStep_0,2.3023264408111572,432.83685302734375,2.302338123321533,361.4668273925781,0.3376376509666443,1.6944070339202881,3.970617477099101,11631795.0,0.10023722052574158,967014.0,0.10014237463474274,0.02441726491518048,0.7060869867374673,0.2119924220291578,713,486,124,0.0009926136609868293,0.6888127486398106,0.1039895576715637,0.9250457274333154,swish
9,9,9_0,COMPLETED,Uniform,GenerationStep_0,2.3019959926605225,432.77490234375,2.30206036567688,361.42388916015625,0.3377828558286031,1.675501823425293,3.9905911684036255,12512883.0,0.10023722052574158,1040432.0,0.10014237463474274,0.012603695286152572,0.8550897876375999,0.6368002142392905,957,267,125,0.00021550291231878674,0.28812543259142154,0.7772444579509883,0.4144743131670159,leaky_relu
10,10,10_0,COMPLETED,Uniform,GenerationStep_0,2.302037000656128,432.7828063964844,2.3017313480377197,361.3699951171875,0.3388063907623291,1.6717930793762208,3.9704930663108824,9055539.0,0.10023722052574158,752670.0,0.10014237463474274,0.9999119995227892,0.4366626153577424,0.7265395295673424,921,32,27,0.005979499958838548,0.7345739939676095,0.831598093948393,0.01787537940695915,leaky_relu
11,11,11_0,COMPLETED,Uniform,GenerationStep_0,2.3017024993896484,432.7193603515625,2.301823616027832,361.38751220703125,0.33833823204040525,1.6933440367380779,4.216864816347758,17497587.0,0.10023722052574158,1455303.0,0.10014237463474274,0.23641274081866237,0.43118046482297856,0.1295093711644979,932,555,367,0.0006579447514619697,0.5517980603353312,0.10292171438569829,0.2651652951325483,swish
12,12,12_0,COMPLETED,Uniform,GenerationStep_0,2.301624059677124,432.70123291015625,2.3022398948669434,361.44793701171875,0.3385769844055176,1.6978490908940633,3.990356965859731,11643699.0,0.10023722052574158,967864.0,0.10014237463474274,0.9410738007916836,0.05470743254182753,0.6620606460616068,721,373,349,2.6783017112593003e-06,0.36702120756780643,0.5678712106756072,0.5904326085867277,sigmoid
13,13,13_0,COMPLETED,Uniform,GenerationStep_0,2.3007354736328125,432.53619384765625,2.301229238510132,361.2947998046875,0.33779796759287517,1.6775952577590942,3.974066944917043,11118003.0,0.10023722052574158,924300.0,0.10014237463474274,0.8467408158745674,0.6844583489317374,0.5833576608061549,808,332,66,0.00018080036460239895,0.47252316402045813,0.9238026155884671,0.23413995564053972,sigmoid
14,14,14_0,ABANDONED,Uniform,GenerationStep_0,,,,,,,,,,,,0.7759035119861185,0.259652328484985,0.714397153284771,997,555,185,0.14000118398196496,0.2217846255864253,0.7391754497840358,0.9629842714803947,relu
15,15,15_0,COMPLETED,Uniform,GenerationStep_0,2.301988363265991,432.7735290527344,2.3018767833709717,361.3928527832031,0.33818984826405846,1.6666317105293273,3.9655474702517193,23802867.0,0.10574915260076523,1980290.0,0.1050805151462555,0.5629801035964865,0.6510297817773917,0.8963285046513051,960,865,454,4.3338699193972486e-08,0.7930786769808423,0.5371611961756403,0.6837272781248945,swish
16,16,16_0,COMPLETED,Uniform,GenerationStep_0,2.3130297660827637,434.8310241699219,2.312967300415039,363.145751953125,0.33847980896631874,1.6890133579572042,4.014051139354706,19717107.0,0.10051744431257248,1640050.0,0.10044309496879578,0.21607250419104007,0.0661293655668842,0.353910984275311,873,697,491,1.7259773658766785e-07,0.8637341679412629,0.20716818631886164,0.5424292600233567,sigmoid
17,17,17_0,COMPLETED,Uniform,GenerationStep_0,4.215878486633301,792.6520385742188,4.203573226928711,659.8641357421875,0.3370795408884684,1.6901129245758058,3.966336492697398,6998451.0,0.10023722052574158,581320.0,0.10014237463474274,0.2851913451480622,0.07581025270827613,0.04099745087174611,504,318,79,0.12294363769962263,0.2520688221196654,0.5735927634393747,0.8808621974544861,sigmoid
