,trial_index,arm_name,trial_status,generation_method,generation_node,mean_validation_loss,cumulative_validation_loss,mean_test_loss,cumulative_test_loss,testing_time,validation_time,training_time,checkpoint_size,validation_mse,validation_nrmse_mean,validation_nrmse_range,validation_nrmse_std,test_mse,test_nrmse_mean,test_nrmse_std,number_parameters,test_nrmse_range,input_dropout_probability,hidden_dropout_probability,output_dropout_probability,hidden_layer_nodes_1,hidden_layer_nodes_2,hidden_layer_nodes_3,learning_rate,beta1,beta2,w_decay,activation
0,0,0_0,COMPLETED,Uniform,GenerationStep_0,32.450138092041016,5523.53125,33.650001525878906,7164.0205078125,1.6683339913686117,1.6852182308832804,3.8648694435755413,669171.0,2202.673095703125,1.4160292148590088,0.4568377137184143,1.4375576972961426,2313.959228515625,1.4033195972442627,1.4460155963897705,54371.0,0.4708258807659149,0.32718146233071765,0.8387499408754125,0.9102854748768048,245,108,74,1.1566241934886345e-07,0.9789152427187352,0.4359684892988168,0.4828021396770709,swish
1,1,1_0,COMPLETED,Uniform,GenerationStep_0,72.00239562988281,12347.0712890625,68.73677062988281,14635.01171875,1.6676454544067383,1.6671834667523702,3.8227542559305827,1140531.0,7164.38037109375,2.8078157901763916,0.8721566200256348,2.7736198902130127,6578.43017578125,2.5117616653442383,2.5289511680603027,93516.0,0.8150025606155396,0.3787096046804268,0.7790285462986022,0.04443562142688551,228,203,141,0.5427234179817114,0.34020098649511965,0.43061389800066185,0.3746360651963197,swish
2,2,2_0,COMPLETED,Uniform,GenerationStep_0,16.74626922607422,2863.119873046875,17.277433395385742,3678.08349609375,1.652396821975708,1.6736828923225402,3.827564589182536,804723.0,644.5261840820312,0.7636634111404419,0.2451934516429901,0.7721258997917175,674.1395263671875,0.750194787979126,0.7699230909347534,65582.0,0.25032633543014526,0.9355353145818213,0.22906330356204818,0.9431185794094303,274,113,109,0.05085897548697808,0.47325061699785753,0.25472921461757503,0.14630136094232946,relu
3,3,3_0,COMPLETED,Uniform,GenerationStep_0,32.55572509765625,5541.59228515625,33.75520706176758,7186.43505859375,1.648942756652832,1.649748698870341,3.80885960261027,1090995.0,2209.80078125,1.4184987545013428,0.45762819051742554,1.4400525093078613,2321.34423828125,1.4056655168533325,1.4484233856201172,89380.0,0.47160521149635315,0.20916453267975266,0.21093264409015244,0.4395426373276663,263,169,139,1.2046439487205387e-08,0.48599752091982507,0.579308790410507,0.48159930896195924,relu
4,4,4_0,COMPLETED,Uniform,GenerationStep_0,15.806950569152832,2704.467529296875,16.328702926635742,3476.03662109375,1.648223376274109,1.6650562167167664,3.825613033771515,1456819.0,552.79541015625,0.7096869349479675,0.22740629315376282,0.7165656089782715,575.8204956054688,0.6936653256416321,0.712009847164154,119765.0,0.23139870166778564,0.5059594632961013,0.7219472537871544,0.2839719692229413,268,224,169,0.002317319033026252,0.3265636414431424,0.5623044290550704,0.6049278721889209,relu
5,5,5_0,COMPLETED,Uniform,GenerationStep_0,32.45927429199219,5525.08984375,33.65902328491211,7165.93994140625,1.6803138891855876,1.674138883749644,3.8006516893704734,689907.0,2203.37353515625,1.4162719249725342,0.45691585540771484,1.4378031492233276,2314.67724609375,1.403547763824463,1.446250557899475,56084.0,0.4709019064903259,0.6075531367710614,0.11360911112438321,0.41705197714853626,274,116,18,1.59754388993096e-08,0.4622103113395064,0.17568664208745524,0.5509639368311188,relu
6,6,6_0,COMPLETED,Uniform,GenerationStep_0,32.35029602050781,5506.45654296875,33.55048370361328,7142.82275390625,1.6802231709162394,1.6652742385864259,3.772180656592051,539571.0,2195.877197265625,1.413675308227539,0.4560842514038086,1.4351779222488403,2306.91162109375,1.4010803699493408,1.4437168836593628,43632.0,0.4700818359851837,0.806275119840888,0.6149190148463671,0.5416155574312739,268,75,24,2.137499970723131e-08,0.20841882300023937,0.755829100942954,0.7370637478356219,sigmoid
7,7,7_0,COMPLETED,Uniform,GenerationStep_0,16.394062042236328,2804.662109375,16.921371459960938,3602.3603515625,1.6465955217679342,1.638774279753367,3.753742059071859,597939.0,596.7059326171875,0.7365522384643555,0.23624037206172943,0.7440149784088135,620.8223266601562,0.7206161618232727,0.7396218180656433,48472.0,0.24046970903873444,0.8608275261004424,0.5898247019601403,0.5263387214520965,251,90,61,0.0079744731570315,0.13575419475826722,0.49695247725020186,0.5270103493843475,leaky_relu
8,8,8_0,COMPLETED,Uniform,GenerationStep_0,14.950773239135742,2558.750732421875,15.459399223327637,3290.98046875,1.6628666162490844,1.6652565081914266,3.764558784166972,1319091.0,473.74652099609375,0.6637549996376038,0.21200045943260193,0.6690835952758789,491.99078369140625,0.6450408101081848,0.6614672541618347,108356.0,0.21467408537864685,0.7795517013769372,0.1452083688180016,0.47298821961082294,263,262,69,0.0002546566896231991,0.8763261831162471,0.6940909819026714,0.09147433821023854,swish
9,9,9_0,COMPLETED,Uniform,GenerationStep_0,16.06817626953125,2747.103271484375,16.6700496673584,3548.826171875,1.658821129798889,1.6647616863250732,3.7542494853337605,274611.0,595.1173706054688,0.7320359945297241,0.23503898084163666,0.7400279641151428,622.0179443359375,0.7194195985794067,0.7390117049217224,21668.0,0.24035559594631195,0.002335343085177466,0.038407438991857834,0.4962377033461399,106,83,51,0.002320271020039731,0.22120324770675695,0.8063267158252142,0.7448954132119489,leaky_relu
