,trial_index,arm_name,trial_status,generation_method,generation_node,mean_validation_loss,cumulative_validation_loss,mean_test_loss,cumulative_test_loss,testing_time,validation_time,validation_accuracy,number_parameters,training_time,checkpoint_size,test_accuracy,input_dropout_probability,hidden_dropout_probability,output_dropout_probability,hidden_layer_nodes_1,hidden_layer_nodes_2,hidden_layer_nodes_3,learning_rate,beta1,beta2,w_decay,activation
38,38,38_0,COMPLETED,Uniform,GenerationStep_0,3.9600939750671387,744.52880859375,3.895925283432007,611.4993286132812,0.3338703989982605,1.7402577837308248,0.13565891981124878,417576.0,4.057118793328603,5031795.0,0.13849109411239624,0.03559727458110207,0.10358170510183873,0.26197563866070794,364,273,116,0.045636437157195925,0.6082451325490571,0.20404114042051066,0.2658169750147146,relu
39,39,39_0,COMPLETED,Uniform,GenerationStep_0,2.3174476623535156,435.674560546875,2.3168399333953857,363.7362060546875,0.3362913926442464,1.719556486606598,0.10023722052574158,1456327.0,4.090636126200358,17508339.0,0.10014237463474274,0.07182749169424785,0.6995276216641096,0.330327279868177,898,813,27,0.025303980743361015,0.6329332191351728,0.2584604246445371,0.06287645306929518,swish
40,40,40_0,COMPLETED,Uniform,GenerationStep_0,2.30295467376709,432.9540100097656,2.302879571914673,361.5491638183594,0.336867356300354,1.733825969696045,0.10023722052574158,1319406.0,4.072656504313151,15864243.0,0.10014237463474274,0.2095613915889658,0.5004882138153893,0.8340206056356104,933,542,149,9.100459001751427e-06,0.6338032218480335,0.5948746452387623,0.9508372918136377,leaky_relu
41,41,41_0,COMPLETED,Uniform,GenerationStep_0,2.3586649894714355,443.4183044433594,2.3608815670013428,370.6514587402344,0.3329723993937174,1.743625823656718,0.09964462369680405,1253936.0,4.050024151802063,15077363.0,0.10014237463474274,0.2374181299987368,0.07462384120067833,0.8319473823630131,900,588,32,4.51086084699619e-08,0.8607905196358697,0.5769370368753628,0.6689135641666993,sigmoid
42,42,42_0,COMPLETED,Uniform,GenerationStep_0,2.3266336917877197,437.4153747558594,2.3276097774505615,365.44635009765625,0.3370882749557495,1.734556257724762,0.10023722052574158,1247400.0,4.056814761956533,15001139.0,0.09943126142024994,0.1987974337752655,0.2676197738728662,0.17956304132067302,784,548,364,8.981927232995468e-08,0.9803256948383027,0.48262653084018403,0.8905907186593851,sigmoid
43,43,43_0,ABANDONED,Uniform,GenerationStep_0,,,,,,,,,,,,0.18372171091992062,0.8765477145834891,0.14263444942426773,989,425,255,0.658494001101951,0.4423503121540534,0.31889395813660004,0.40275047422123195,sigmoid
44,44,44_0,COMPLETED,Uniform,GenerationStep_0,2.32419753074646,436.9355163574219,2.3216254711151123,364.48565673828125,0.34512463410695393,1.744498085975647,0.10023722052574158,1073980.0,4.038986273606619,12918771.0,0.10014237463474274,0.35601087248304164,0.06755343175847262,0.1397420509428804,630,538,440,2.4305627219470025e-07,0.4845985952061236,0.6524664430629363,0.9983246870779857,sigmoid
45,45,45_0,COMPLETED,Uniform,GenerationStep_0,2.302175521850586,432.8086853027344,2.30222225189209,361.4491271972656,0.3323386232058207,1.7358545621236166,0.10023722052574158,311058.0,4.035327061017354,3750707.0,0.10014237463474274,0.36470309426259073,0.7299866551293654,0.5276515059348019,327,151,33,0.00010226430361655638,0.6078178824456574,0.15421700361338292,0.653401220658982,swish
46,46,46_0,COMPLETED,Uniform,GenerationStep_0,2.326052188873291,437.29266357421875,2.3238954544067383,364.8236083984375,0.3355596343676249,1.7500142018000284,0.10023722052574158,1453120.0,4.038297347227732,17470515.0,0.10014237463474274,0.6730854783669211,0.8247745235071352,0.9580427810612713,857,811,105,6.176738207391655e-08,0.6935800757661854,0.2611101546621927,0.22785595370994138,sigmoid
47,47,47_0,COMPLETED,Uniform,GenerationStep_0,1.8616795539855957,350.05682373046875,1.8522725105285645,290.7899475097656,0.3346492131551107,1.7263448079427084,0.26724696159362793,1173930.0,4.045940653483073,14118771.0,0.275223970413208,0.1264100863639921,0.5065047654345424,0.022502885293776975,795,446,430,1.0042516666217054e-05,0.5250472239860207,0.5939576030655459,0.03962222114396125,swish
48,48,48_0,COMPLETED,Uniform,GenerationStep_0,2.3011560440063477,432.61883544921875,2.3012192249298096,361.2906494140625,0.33218237161636355,1.749381156762441,0.13624319434165955,1311002.0,4.045654292901357,15766515.0,0.13702566921710968,0.724424062890326,0.6090836712247878,0.8899455547431285,707,583,581,3.226218715538134e-07,0.4475340459086251,0.6181847512249832,0.9758557615890378,leaky_relu
49,49,49_0,COMPLETED,Uniform,GenerationStep_0,2.300539493560791,432.4958801269531,2.300344705581665,361.1526184082031,0.3344578146934509,1.7508843143781025,0.10320723801851273,1092498.0,4.051923298835755,13139379.0,0.1077178567647934,0.5010392680897932,0.09685166179591775,0.8778155622970105,734,572,167,1.2236875741588634e-07,0.998770342943512,0.1577356453498005,0.8377146290835168,leaky_relu
50,50,50_0,COMPLETED,Uniform,GenerationStep_0,2.446532964706421,459.87066650390625,2.4502155780792236,384.6729431152344,0.3370229442914327,1.743010119597117,0.10023722052574158,1473837.0,4.076643093427022,17721843.0,0.09943126142024994,0.24945218346925857,0.161450509492423,0.008685398162587954,728,675,601,0.004804367163909016,0.3713501643462267,0.13508215088787592,0.8742183439865053,sigmoid
51,51,51_0,COMPLETED,Uniform,GenerationStep_0,5.427602291107178,1020.5755615234375,5.446554660797119,855.2841186523438,0.3350185831387838,1.7438225309054056,0.09964462369680405,1138200.0,4.082968831062317,13688691.0,0.10014237463474274,0.821172008246224,0.6780098243788425,0.5099534579993401,750,540,264,0.12013322290615237,0.7602657035174042,0.11403315107366427,0.1473284519388089,sigmoid
52,52,52_0,COMPLETED,Uniform,GenerationStep_0,2.3018457889556885,432.74969482421875,2.302225112915039,361.45001220703125,0.3321593165397644,1.7358489871025085,0.1309708207845688,416211.0,4.0584921002388,5015283.0,0.13498927652835846,0.5695589102419764,0.09140000115054758,0.5497638569459911,364,265,125,6.46489612077242e-06,0.5797507249473501,0.2214300984160082,0.5240376636769618,relu
53,53,53_0,COMPLETED,Uniform,GenerationStep_0,2.302191972732544,432.8117980957031,2.3022427558898926,361.4522399902344,0.3320648193359375,1.7395151098569235,0.10023722052574158,790770.0,4.032738586266835,9515315.0,0.10014237463474274,0.9273033161400696,0.9209497123177254,0.3322048390336879,710,248,225,0.0002927978308136959,0.6968756960675986,0.8054350846588852,0.6600885326089267,leaky_relu
54,54,54_0,ABANDONED,Uniform,GenerationStep_0,,,,,,,,,,,,0.7315405496540952,0.7555944322380413,0.926868500513094,694,369,242,0.3818193341255485,0.5494040815496635,0.5579411166057264,0.9794474201320479,leaky_relu
55,55,55_0,COMPLETED,Uniform,GenerationStep_0,2.3002095222473145,432.4410095214844,2.3003480434417725,361.1576232910156,0.33994713226954143,1.7276184240976968,0.1301696002483368,1328236.0,4.069980009396871,15972147.0,0.12966713309288025,0.8611335058251339,0.7381780267554152,0.7070310581438799,786,582,430,1.85459162605997e-06,0.3692796932413164,0.8869968815840189,0.5555046156168059,leaky_relu
56,56,56_0,COMPLETED,Uniform,GenerationStep_0,2.3028173446655273,432.9295959472656,2.302490472793579,361.49725341796875,0.33522908290227255,1.7093636949857076,0.10023722052574158,64374.0,4.056168739000956,786227.0,0.10014237463474274,0.8847281702476477,0.4064534041364003,0.12293132659548434,73,72,23,0.26542901237023614,0.7793130043153746,0.6255098543179444,0.5469172399768197,swish
57,57,57_0,COMPLETED,Uniform,GenerationStep_0,2.3022520542144775,432.8231201171875,2.3022854328155518,361.4590148925781,0.3351008057594299,1.723346467812856,0.10023722052574158,1010833.0,4.069250122706095,12160371.0,0.10014237463474274,0.4693705440918866,0.4866077056722443,0.34023732071710633,612,505,431,2.5824277891150445e-05,0.8886752060653732,0.1232413225277519,0.7181450362261192,swish
58,58,58_0,COMPLETED,Uniform,GenerationStep_0,2.3014333248138428,432.66925048828125,2.3020405769348145,361.421875,0.3346820910771688,1.7138020594914753,0.10023722052574158,779654.0,3.930141294002533,9382323.0,0.10014237463474274,0.7430663795116677,0.5513898598927962,0.561981539664229,548,459,210,9.846527497401181e-05,0.9542786878679315,0.6331816089885193,0.9048159370609125,sigmoid
59,59,59_0,COMPLETED,Uniform,GenerationStep_0,2.3021724224090576,432.80804443359375,2.3022141456604004,361.44757080078125,0.3368512550989787,1.7341795802116393,0.10023722052574158,546142.0,3.890696116288503,6574835.0,0.10014237463474274,0.9581121009617786,0.3964184482250571,0.6649683407640388,583,136,67,0.002895422861899444,0.7780857415547225,0.3838646039450203,0.9267733883398382,relu
60,60,60_0,COMPLETED,Uniform,GenerationStep_0,2.3018832206726074,432.7537536621094,2.302030563354492,361.4185485839844,0.3374351421991984,1.7339619994163513,0.10023722052574158,1582336.0,3.8968286474545795,19022643.0,0.10014237463474274,0.27699572323919264,0.49118318468747957,0.9258166968916118,953,679,273,0.015119001850518256,0.4651708099237828,0.7574496742019814,0.2138342097728008,leaky_relu
61,61,61_0,COMPLETED,Uniform,GenerationStep_0,2.3048319816589355,433.30999755859375,2.3051915168762207,361.9147644042969,0.34846247831980387,1.752492320537567,0.09953795373439789,273400.0,3.999696147441864,3299891.0,0.10007837414741516,0.08222520655615839,0.6688964030977061,0.9240532821275782,233,228,158,4.469276998386086e-08,0.5510402357849827,0.34386639463405577,0.4389734168639563,swish
62,62,62_0,COMPLETED,Uniform,GenerationStep_0,2.3030848503112793,432.9771423339844,2.3030784130096436,361.5876770019531,0.3534509619077047,1.7729206244150797,0.10023722052574158,1131807.0,3.9903740803400676,13612083.0,0.10014237463474274,0.9346526794732483,0.7745161254773557,0.7514796525212907,808,445,305,0.09889641000489137,0.9121344009157966,0.42876895517144,0.4476490411825194,swish
63,63,63_0,COMPLETED,Uniform,GenerationStep_0,2.305687427520752,433.4605712890625,2.305896043777466,362.01837158203125,0.34781956672668457,1.7571550408999126,0.10023722052574158,874211.0,4.060182015101115,10517619.0,0.10014237463474274,0.976728876171138,0.4584859992014556,0.4361186148463494,628,477,169,0.08358575661979574,0.9728744150634693,0.5777225382298441,0.12795310364355403,swish
64,64,64_0,COMPLETED,Uniform,GenerationStep_0,2.3043529987335205,433.21600341796875,2.303514242172241,361.6449890136719,0.33690468470255536,1.715396559238434,0.10023722052574158,564606.0,3.917427571614583,6796787.0,0.10014237463474274,0.6177126145926068,0.21179896296906486,0.23326248738705802,549,230,33,0.003433040491024551,0.107210994572841,0.795157556550003,0.6427229490987735,sigmoid
65,65,65_0,COMPLETED,Uniform,GenerationStep_0,2.302231550216675,432.8192138671875,2.3022618293762207,361.4552917480469,0.3338382283846537,1.7287940700848898,0.10023722052574158,716481.0,3.954473376274109,8622387.0,0.10014237463474274,0.8396611162295925,0.09298100029976719,0.329512946525123,580,401,71,0.0003074454085585621,0.13086969288505246,0.580354690787021,0.7809784350928378,relu
66,66,66_0,COMPLETED,Uniform,GenerationStep_0,2.305912494659424,433.50836181640625,2.3064475059509277,362.11285400390625,0.3352268656094869,1.719851823647817,0.059971705079078674,227259.0,3.939065170288086,2745395.0,0.05849151685833931,0.909902264900625,0.9708231914708747,0.21122776659608322,204,179,163,5.738334349928855e-07,0.4984024230848929,0.4236219015012841,0.634494759707961,relu
67,67,67_0,COMPLETED,Uniform,GenerationStep_0,2.301109552383423,432.6069030761719,2.3015573024749756,361.3476867675781,0.3339384198188782,1.7276085456212362,0.09964462369680405,258154.0,3.913284734884898,3115379.0,0.10014237463474274,0.33952472835757963,0.7628161933382197,0.19858090275962248,260,189,26,0.02810702610408232,0.2979571209427227,0.9215104982339171,0.323027072617814,swish
68,68,68_0,COMPLETED,Uniform,GenerationStep_0,2.3255176544189453,437.1918640136719,2.327420949935913,365.4396667480469,0.33829500277837116,1.7341616113980611,0.09964462369680405,556998.0,4.0579532543818155,6705203.0,0.10014237463474274,0.662063651948605,0.7483185696637025,0.11220159274211627,622,100,65,1.5254224959430918e-08,0.49525515972784717,0.8538877520097266,0.5947586881950964,sigmoid
69,69,69_0,ABANDONED,Uniform,GenerationStep_0,,,,,,,,,,,,0.5763291594016189,0.6039163027770463,0.7475360865142296,449,425,401,0.30234096132379035,0.19622782560651392,0.7110871181239791,0.39741795279418796,swish
70,70,70_0,COMPLETED,Uniform,GenerationStep_0,2.3024656772613525,432.8629455566406,2.3025662899017334,361.5033874511719,0.33969802856445314,1.7437559286753337,0.10023722052574158,468736.0,3.9810970147450764,5645363.0,0.09943126142024994,0.6816044230534433,0.3472447918887206,0.23056797210469937,449,220,78,3.697844249198512e-05,0.6571519125217674,0.48753896801879093,0.2233996178557801,leaky_relu
71,71,71_0,COMPLETED,Uniform,GenerationStep_0,2.302238702774048,432.820556640625,2.3023083209991455,361.4626770019531,0.34191147486368817,1.7385897914568582,0.10023722052574158,1700772.0,3.939193149407705,20446451.0,0.10014237463474274,0.23024989542702556,0.8980665435006271,0.26297218261237043,959,632,534,1.6531070197640335e-05,0.7457107294476747,0.327180446771607,0.9816143642187065,swish
72,72,72_0,COMPLETED,Uniform,GenerationStep_0,2.3046398162841797,433.27386474609375,2.304070472717285,361.7352600097656,0.3332318743069967,1.7343782424926757,0.10023722052574158,1432522.0,3.9876657048861186,17222835.0,0.10014237463474274,0.39289361855703675,0.9543322132909237,0.78862665286604,887,742,105,1.4388865615911502e-06,0.8147167756342177,0.4685907285915287,0.8290093758210257,swish
73,73,73_0,COMPLETED,Uniform,GenerationStep_0,2.3069043159484863,433.689208984375,2.30853533744812,362.4451904296875,0.33662882645924885,1.7867133816083272,0.09964462369680405,1396320.0,3.967522223790487,16790259.0,0.10014237463474274,0.9897079418245169,0.20974370612669357,0.4784824346225526,872,522,484,0.00023232153212581679,0.9834689491934138,0.20922396827392462,0.3124789843593542,sigmoid
