,trial_index,arm_name,trial_status,generation_method,generation_node,mean_validation_loss,cumulative_validation_loss,mean_test_loss,cumulative_test_loss,testing_time,validation_time,validation_accuracy,number_parameters,training_time,checkpoint_size,test_accuracy,input_dropout_probability,hidden_dropout_probability,output_dropout_probability,hidden_layer_nodes_1,hidden_layer_nodes_2,hidden_layer_nodes_3,learning_rate,beta1,beta2,w_decay,activation
74,74,74_0,COMPLETED,Uniform,GenerationStep_0,1.8433253765106201,346.6198425292969,1.8367195129394531,288.3172912597656,0.341477370262146,1.7498835325241089,0.4226536750793457,1197864.0,3.9868897875150044,14404979.0,0.42404136061668396,0.9291458073660808,0.5635618084382965,0.5294732655979713,776,620,172,0.0036696642417693506,0.7246822517309025,0.38139828714022017,0.025141114262877653,swish
75,75,75_0,ABANDONED,Uniform,GenerationStep_0,,,,,,,,,,,,0.6359741370945347,0.7786837967298779,0.14930887923791425,398,249,154,0.3744355753237202,0.8287873586183945,0.5807769844350614,0.4760987702957749,leaky_relu
76,76,76_0,COMPLETED,Uniform,GenerationStep_0,2.377380609512329,446.98175048828125,2.3807411193847656,373.80548095703125,0.33913958867390953,1.747812322775523,0.09964462369680405,674502.0,3.975648562113444,8119539.0,0.10014237463474274,0.4969066815472777,0.32587102736661133,0.4659282989770588,488,380,273,0.014769328655490967,0.6929699098605081,0.5024266245193971,0.2372481773747755,sigmoid
77,77,77_0,COMPLETED,Uniform,GenerationStep_0,2.3027472496032715,432.9197082519531,2.302885055541992,361.5517272949219,0.33683073123296103,1.7454217354456583,0.09740005433559418,583616.0,3.9494438966115317,7025075.0,0.09545056521892548,0.5816322619383489,0.1011264881768199,0.5170620595713524,628,127,84,4.319949195190939e-07,0.19063828158538215,0.3358991363131697,0.991548437644979,relu
78,78,78_0,COMPLETED,Uniform,GenerationStep_0,2.3030612468719482,432.975830078125,2.303093433380127,361.58367919921875,0.33731620709101356,1.7389429926872253,0.10023722052574158,1741932.0,3.988441252708435,20938995.0,0.10014237463474274,0.10971967126227955,0.574606979891306,0.5051049125475898,927,923,171,0.03596404680950103,0.7918070482611089,0.8502281141546014,0.47036801130861655,relu
79,79,79_0,ABANDONED,Uniform,GenerationStep_0,,,,,,,,,,,,0.016511086933138963,0.5730105772540078,0.873820099259622,928,748,80,0.25264629917635884,0.5774926371585803,0.374379042471528,0.14526631924444555,leaky_relu
80,80,80_0,COMPLETED,Uniform,GenerationStep_0,2.3020825386047363,432.79144287109375,2.3021810054779053,361.44512939453125,0.3415109872817993,1.7781108617782593,0.09964462369680405,871538.0,4.43481361468633,10485171.0,0.10014237463474274,0.5755995741501485,0.7595964864852738,0.8155476463800586,607,595,57,0.003144059911730105,0.5313422341729156,0.5183472537098582,0.38925843099715607,leaky_relu
81,81,81_0,COMPLETED,Uniform,GenerationStep_0,2.3054709434509277,433.42950439453125,2.3057897090911865,362.0082702636719,0.34691510200500486,1.7824611743291219,0.057888686656951904,1633884.0,4.147533206144969,19643187.0,0.06229773536324501,0.10808776513309959,0.7338882714836382,0.24757170861616107,966,590,511,9.801494839864816e-08,0.8817906330011456,0.8902401166303797,0.8862752329508734,leaky_relu
82,82,82_0,COMPLETED,Uniform,GenerationStep_0,2.301450729370117,432.6701354980469,2.301490068435669,361.3384704589844,0.34233795404434203,1.7679131984710694,0.10023722052574158,1128228.0,4.110142048199972,13570163.0,0.10014237463474274,0.9197094633785418,0.5899239482609672,0.40087742292402906,744,472,402,3.421043021136555e-05,0.4488610012727956,0.5708066351774448,0.9821639941522652,sigmoid
83,83,83_0,COMPLETED,Uniform,GenerationStep_0,2.3016180992126465,432.7032165527344,2.301719903945923,361.3713684082031,0.34635377327601113,1.7827420910199483,0.10023722052574158,1158396.0,4.123153992493948,13932339.0,0.10014237463474274,0.4495966133886502,0.8630038155336516,0.791168100326341,695,551,411,5.7677747183009797e-05,0.16089695368224216,0.7500896902034875,0.17639051006714512,leaky_relu
84,84,84_0,COMPLETED,Uniform,GenerationStep_0,2.302381753921509,432.845703125,2.3022968769073486,361.461181640625,0.3518956740697225,1.7601455171902975,0.10023722052574158,1456158.0,4.236480037371318,17507379.0,0.10014237463474274,0.9301507889839256,0.2610044516358877,0.7472151517895339,849,778,165,1.2166988508397218e-05,0.5198398028604309,0.5869183299396453,0.609614504137379,relu
85,85,85_0,COMPLETED,Uniform,GenerationStep_0,2.302034616470337,432.7839660644531,2.3022584915161133,361.4510192871094,0.34015073378880817,1.7766857345898945,0.09964462369680405,1575216.0,4.124896315733592,18938163.0,0.10014237463474274,0.15242880162839867,0.0018055129786072044,0.7840542623151119,839,719,431,5.785749346415144e-08,0.6318484192053195,0.6258664706877399,0.7300370512345984,leaky_relu
86,86,86_0,COMPLETED,Uniform,GenerationStep_0,2.3078808784484863,433.87841796875,2.308079481124878,362.35174560546875,0.3469153602917989,1.7457687338193257,0.09964462369680405,1500270.0,4.128272124131521,18038835.0,0.10014237463474274,0.08075500983367678,0.2638699164312327,0.2633453088791028,800,673,490,0.7557463426411688,0.8385999304934681,0.9635860045897012,0.9169711914122766,relu
87,87,87_0,COMPLETED,Uniform,GenerationStep_0,2.3626840114593506,444.169921875,2.3633575439453125,371.0287170410156,0.34288765986760456,1.7587652802467346,0.09964462369680405,1463310.0,4.139606670538584,17592819.0,0.10014237463474274,0.8184942480740427,0.9056837404279342,0.09828492923683152,940,644,185,0.004952816154652599,0.1761757638493613,0.47828353552884983,0.7116382816068667,sigmoid
88,88,88_0,COMPLETED,Uniform,GenerationStep_0,2.301604986190796,432.70135498046875,2.3020079135894775,361.4072265625,0.34496455192565917,1.7847714265187582,0.03926176577806473,1359730.0,4.148073832194011,16350579.0,0.03244597837328911,0.639719667318709,0.4523440449008137,0.17331623533322593,837,541,455,1.2211618681111569e-08,0.38798254482996686,0.5075915122518349,0.7807612843951093,leaky_relu
89,89,89_0,COMPLETED,Uniform,GenerationStep_0,2.301910400390625,432.75872802734375,2.3019959926605225,361.4138488769531,0.34706079165140785,1.7487535715103149,0.10023722052574158,1576062.0,4.003193732102712,18948531.0,0.10014237463474274,0.36231846093337905,0.4523197383782639,0.49907036145538564,832,728,431,0.0001935782597326018,0.5576916720325686,0.4620159273352148,0.32589341540299294,leaky_relu
90,90,90_0,COMPLETED,Uniform,GenerationStep_0,2.302190065383911,432.811279296875,2.3021633625030518,361.439453125,0.34587488969167074,1.7536443511645,0.10023722052574158,1004718.0,4.038470772902171,12083763.0,0.10014237463474274,0.5560195652840689,0.09354708564898839,0.24269031261843643,937,264,83,3.2688880912315745e-05,0.8261812501200816,0.5362993387910027,0.6217735388688246,relu
91,91,91_0,COMPLETED,Uniform,GenerationStep_0,2.315091848373413,435.2396545410156,2.316912889480591,363.7717590332031,0.3390079418818156,1.7488447308540345,0.10023722052574158,818966.0,3.959688146909078,9855347.0,0.09943126142024994,0.9018253533032201,0.4208607487762196,0.9138477576696303,534,465,320,0.4365478500728677,0.8163272783157962,0.5438280438509808,0.08752101296519797,relu
92,92,92_0,COMPLETED,Uniform,GenerationStep_0,2.3022286891937256,432.8187255859375,2.3022689819335938,361.4564208984375,0.3450916290283203,1.782084874312083,0.10023722052574158,1539306.0,3.9607767184575398,18505971.0,0.10014237463474274,0.20164632241560454,0.4713876793524331,0.8690801424967571,936,659,282,4.1571064875281585e-05,0.6500647862067135,0.30349928653404046,0.7642489353703804,relu
93,93,93_0,COMPLETED,Uniform,GenerationStep_0,2.3754055500030518,446.57366943359375,2.374161958694458,372.75909423828125,0.3441936691602071,1.9288872003555297,0.10023722052574158,769662.0,3.9992955565452575,9261171.0,0.10014237463474274,0.5361918134033228,0.5670635604587358,0.781303199392091,613,390,125,0.022627855390060837,0.5106352395252323,0.424111643814406,0.07345328388711816,sigmoid
94,94,94_0,ABANDONED,Uniform,GenerationStep_0,,,,,,,,,,,,0.9248434184258895,0.08525442506078451,0.15533334504883678,719,288,251,0.06743083898768354,0.9584661418926307,0.3785242227878517,0.5037152854359486,relu
95,95,95_0,COMPLETED,Uniform,GenerationStep_0,2.337026357650757,439.35888671875,2.335890054702759,366.7004699707031,0.3393332242965698,1.7476057211558025,0.10023722052574158,911498.0,3.9927168329556784,10964979.0,0.09943126142024994,0.8598312253366592,0.36215243988590795,0.8498136374386929,727,390,145,0.019751887307447993,0.7261785007627187,0.320118377234485,0.05808298605415792,leaky_relu
96,96,96_0,COMPLETED,Uniform,GenerationStep_0,2.302243709564209,432.8217468261719,2.302255153656006,361.454833984375,0.3362919251124064,1.7442178448041281,0.10023722052574158,1326315.0,3.971390736103058,15947379.0,0.10014237463474274,0.29080953500747886,0.7970866164594232,0.5196493227414951,851,653,156,0.001943465428496937,0.12144953101063703,0.4159508166491611,0.9159257104785254,swish
97,97,97_0,COMPLETED,Uniform,GenerationStep_0,2.590884208679199,487.0943908691406,2.581512212753296,405.3653869628906,0.33646242221196493,1.7377203345298766,0.10023722052574158,682178.0,3.9823012272516887,8209715.0,0.10014237463474274,0.310651854543212,0.8108183606042448,0.27594014269613365,633,247,115,0.017524630444480348,0.9332436344257501,0.38433309219689094,0.256506082703624,sigmoid
98,98,98_0,COMPLETED,Uniform,GenerationStep_0,2.301593065261841,432.6979675292969,2.3014583587646484,361.3330993652344,0.342206875483195,1.7339072744051616,0.10160403698682785,1398406.0,3.974834982554118,16812723.0,0.10258542746305466,0.7856280720475818,0.9091794582890691,0.3318928681873209,994,565,100,4.914426375594558e-07,0.25311444407808736,0.5198251122353214,0.29818194463265074,leaky_relu
99,99,99_0,COMPLETED,Uniform,GenerationStep_0,2.3009281158447266,432.57183837890625,2.3011317253112793,361.2792053222656,0.3383335868517558,1.7358876585960388,0.10023722052574158,386310.0,3.953177237510681,4656179.0,0.10014237463474274,0.1784624305482767,0.21275611593593824,0.29811492377564763,355,210,152,4.2964449810488245e-05,0.5191349229831814,0.5473435689393572,0.16874101534862776,sigmoid
